from_id,to_id,weight,relation_type
140,216,12,hierarchical
140,234,14,hierarchical
140,239,14,hierarchical
140,248,10,hierarchical
140,241,8,hierarchical
140,228,9,hierarchical
140,187,8,hierarchical
140,474,13,hierarchical
140,302,17,hierarchical
141,240,10,hierarchical
141,171,8,coordination
141,190,5,coordination
141,221,7,coordination
142,155,9,coordination
142,178,7,coordination
142,234,6,coordination
142,239,6,coordination
142,144,5,operational
143,186,5,operational
144,220,3,operational
145,190,3,operational
146,168,5,operational
146,244,5,operational
147,227,5,operational
150,187,4,operational
152,240,12,hierarchical
152,221,7,coordination
155,240,10,hierarchical
155,191,6,coordination
155,160,6,coordination
157,240,9,hierarchical
157,167,5,operational
158,246,4,operational
159,240,13,hierarchical
159,190,6,coordination
159,220,8,coordination
159,492,5,coordination
160,216,5,coordination
160,192,4,operational
161,240,14,hierarchical
161,186,8,coordination
161,244,9,coordination
164,241,5,operational
167,182,3,operational
168,176,6,operational
170,224,6,operational
171,235,4,operational
171,176,6,operational
173,240,14,hierarchical
173,241,9,coordination
173,236,5,coordination
173,473,7,coordination
174,240,14,hierarchical
174,221,5,coordination
176,182,6,operational
177,240,11,hierarchical
177,186,5,coordination
177,197,8,coordination
178,240,10,hierarchical
178,186,9,coordination
178,224,5,coordination
178,473,4,coordination
180,233,3,operational
183,220,6,operational
184,191,6,operational
184,227,5,operational
185,210,3,operational
186,192,6,operational
187,212,6,coordination
187,219,3,operational
188,190,4,operational
188,213,6,operational
191,249,6,operational
194,201,3,operational
195,209,4,operational
196,236,6,operational
196,241,6,operational
197,240,11,hierarchical
200,216,7,coordination
200,248,5,coordination
200,237,6,operational
201,214,5,operational
202,240,13,hierarchical
202,221,7,coordination
202,210,8,coordination
203,221,6,operational
205,221,3,operational
205,246,3,operational
206,240,11,hierarchical
206,220,5,coordination
209,240,8,hierarchical
209,214,5,operational
210,216,8,coordination
210,249,5,operational
211,213,5,operational
212,240,12,hierarchical
212,241,7,coordination
216,240,13,hierarchical
219,224,3,operational
221,239,7,coordination
228,238,6,operational
233,242,6,operational
234,240,13,hierarchical
239,240,13,hierarchical
239,244,7,coordination
240,248,14,hierarchical
240,302,14,hierarchical
240,480,15,hierarchical
250,313,3,operational
251,258,5,operational
253,302,10,hierarchical
253,358,10,hierarchical
253,291,9,coordination
253,354,7,coordination
253,323,5,coordination
254,258,3,operational
254,350,4,operational
255,367,6,operational
256,257,3,operational
257,303,5,coordination
257,352,8,coordination
257,353,9,coordination
257,262,6,operational
260,285,4,operational
263,370,5,operational
264,358,9,hierarchical
264,281,7,coordination
264,353,5,coordination
264,316,5,operational
264,286,5,operational
265,274,8,coordination
265,314,6,coordination
265,275,4,operational
265,271,4,operational
267,354,4,operational
269,294,8,coordination
269,304,5,coordination
269,314,7,coordination
269,273,4,operational
269,324,4,operational
271,333,5,operational
271,338,3,operational
272,326,3,operational
274,302,11,hierarchical
274,358,11,hierarchical
274,350,9,coordination
274,337,6,coordination
276,339,6,operational
276,367,4,operational
279,302,12,hierarchical
279,358,11,hierarchical
279,284,8,coordination
279,315,5,coordination
280,348,3,operational
281,302,11,hierarchical
281,358,10,hierarchical
281,369,9,coordination
282,284,6,operational
282,326,6,operational
284,290,8,coordination
284,321,9,coordination
284,352,5,coordination
284,353,8,coordination
284,320,5,operational
285,351,4,operational
287,313,5,operational
288,369,4,operational
288,370,4,operational
290,302,11,hierarchical
290,358,11,hierarchical
290,309,7,coordination
290,338,9,coordination
291,317,9,coordination
292,361,3,operational
294,302,11,hierarchical
294,358,11,hierarchical
295,369,3,operational
296,303,9,coordination
296,330,9,coordination
296,355,4,operational
296,373,5,operational
298,302,13,hierarchical
298,358,10,hierarchical
298,326,8,coordination
299,302,12,hierarchical
299,358,10,hierarchical
299,337,7,coordination
299,339,6,coordination
300,346,5,operational
300,349,5,operational
302,303,11,hierarchical
302,304,11,hierarchical
302,311,11,hierarchical
302,314,10,hierarchical
302,317,13,hierarchical
302,321,10,hierarchical
302,330,13,hierarchical
302,352,11,hierarchical
302,353,12,hierarchical
302,359,14,hierarchical
302,363,14,hierarchical
302,369,9,hierarchical
302,315,8,hierarchical
302,356,10,hierarchical
302,480,16,hierarchical
302,474,13,hierarchical
303,358,12,hierarchical
303,369,9,coordination
304,358,12,hierarchical
304,350,8,coordination
308,323,4,operational
309,317,5,coordination
309,363,9,coordination
309,316,4,operational
309,368,6,operational
311,358,10,hierarchical
311,361,8,coordination
311,338,8,coordination
311,370,9,coordination
312,315,5,operational
314,358,13,hierarchical
315,358,11,hierarchical
317,358,11,hierarchical
317,369,6,coordination
318,337,6,operational
318,356,5,operational
321,358,12,hierarchical
321,354,6,coordination
321,369,7,coordination
323,352,9,coordination
323,345,6,operational
326,363,9,coordination
330,358,11,hierarchical
330,333,6,coordination
331,357,6,operational
332,334,5,operational
332,371,3,operational
333,359,7,coordination
333,363,5,coordination
338,351,5,operational
345,361,4,operational
346,357,5,operational
352,358,14,hierarchical
353,358,10,hierarchical
354,365,5,operational
357,359,9,coordination
358,359,13,hierarchical
358,363,14,hierarchical
358,369,9,hierarchical
358,474,14,hierarchical
358,480,15,hierarchical
375,438,8,coordination
375,493,6,coordination
375,487,5,operational
375,484,6,operational
377,405,3,operational
377,440,6,operational
377,471,6,operational
383,438,7,coordination
383,451,5,operational
384,449,6,operational
385,490,3,operational
386,414,5,operational
387,390,3,operational
387,408,6,operational
389,448,5,operational
390,487,4,operational
393,480,10,hierarchical
393,499,3,operational
393,400,4,operational
394,413,4,operational
395,480,9,hierarchical
395,426,3,operational
397,471,5,operational
398,474,10,hierarchical
398,480,11,hierarchical
398,448,6,coordination
398,408,9,coordination
398,471,9,coordination
399,441,3,operational
403,491,6,operational
405,499,5,operational
406,474,13,hierarchical
406,480,13,hierarchical
406,471,7,coordination
406,491,9,coordination
408,434,6,coordination
408,444,4,operational
410,479,5,operational
410,499,6,operational
413,414,5,operational
414,473,5,coordination
417,433,5,operational
418,467,4,operational
418,485,3,operational
420,424,5,operational
423,440,5,operational
424,465,6,operational
427,441,5,operational
427,489,4,operational
428,449,4,operational
430,474,14,hierarchical
430,480,10,hierarchical
430,471,6,coordination
430,449,8,coordination
432,491,4,operational
433,474,8,hierarchical
433,487,6,operational
434,474,10,hierarchical
434,480,11,hierarchical
434,449,6,coordination
434,441,6,coordination
436,446,6,operational
438,474,10,hierarchical
438,480,14,hierarchical
438,478,9,coordination
439,493,5,coordination
439,483,3,operational
440,442,6,coordination
442,474,12,hierarchical
442,480,11,hierarchical
442,490,6,coordination
442,445,9,coordination
443,485,3,operational
445,483,4,operational
446,482,3,operational
448,474,9,hierarchical
448,480,8,hierarchical
448,475,5,coordination
448,497,4,operational
449,475,5,coordination
449,492,9,coordination
463,478,3,operational
464,473,7,coordination
464,475,6,coordination
464,484,5,operational
464,497,4,operational
467,482,4,operational
473,474,13,hierarchical
473,480,13,hierarchical
473,491,8,coordination
474,475,14,hierarchical
474,492,11,hierarchical
474,493,10,hierarchical
474,490,10,hierarchical
475,480,10,hierarchical
478,492,5,coordination
478,487,5,operational
480,492,14,hierarchical
480,493,10,hierarchical
481,489,6,operational
489,492,7,coordination
490,497,6,operational
128,406,1,noise
36,285,1,noise
294,420,1,noise
116,466,1,noise
132,208,1,noise
198,230,1,noise
207,322,1,noise
161,221,1,noise
8,199,1,noise
60,344,1,noise
3,273,1,noise
328,368,1,noise
32,316,1,noise
381,387,1,noise
23,299,1,noise
358,434,1,noise
37,183,1,noise
257,475,1,noise
54,148,1,noise
351,402,1,noise
154,310,1,noise
44,144,1,noise
391,474,1,noise
195,224,1,noise
202,420,1,noise
15,338,1,noise
80,242,1,noise
112,273,1,noise
69,382,1,noise
