person_id,degree,degree_centrality,betweenness,closeness,eigenvector,clustering_coef,core_number,is_bridge,ego_density,ego_nodes,participation_coef,cross_community_edges,within_module_z,cross_comm_connections,cross_comm_ratio,bottleneck_score,avg_neighbor_importance,neighbor_diversity_entropy,incident_count,crime_diversity,avg_severity,coordinator_interactions,broker_interactions,enabler_interactions,peripheral_interactions,high_severity_ratio,severe_ratio,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,true_role,predicted_role,mo_importance_score
102,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0,-0.9845886926107883,0,0.0,0.0,0.0,0.0,10,4,1.9,0,0,1,9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peripheral,Peripheral,0.008038048491850698
103,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0,-0.9845886926107883,0,0.0,0.0,0.0,0.0,7,3,1.8571428571428572,0,0,0,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peripheral,Peripheral,0.007195967221275863
104,3,0.008645533141210374,0.002666622245173327,0.18978952050014644,0.006903597470239849,0.0,2,1,0.5,4,0.0,0,0.0,1,0.25,0.005366192984199543,0.0056219502946772285,-1.000088900581841e-12,11,8,2.727272727272727,1,5,4,1,0.36363636363636365,0.2727272727272727,0.29812461137771606,0.13131804764270782,0.20844590663909912,0.5850639343261719,0.23573757708072662,-0.3563903272151947,0.040091484785079956,-0.32384032011032104,0.15033385157585144,0.4494900405406952,0.4790739119052887,-0.6451303958892822,-0.4580748379230499,-0.37190327048301697,0.712411105632782,0.33772531151771545,-0.1999974399805069,0.6386006474494934,-0.06665027141571045,-0.4647994041442871,0.5376027822494507,-0.022784050554037094,-0.5616650581359863,-0.18199512362480164,-0.11677595973014832,-0.12401588261127472,0.17590369284152985,0.62336665391922,-0.5747241973876953,-0.359042227268219,0.41775140166282654,0.1886235475540161,-0.06856554001569748,-0.14732635021209717,-0.043676286935806274,-0.09601372480392456,0.21151770651340485,0.20834597945213318,-0.3928689956665039,0.4798803925514221,-0.07097522914409637,-0.21333745121955872,0.07493916898965836,0.4101037383079529,-0.2266027331352234,0.16470195353031158,-0.5007632970809937,0.19758324325084686,0.05180351436138153,0.056590497493743896,-0.4067838191986084,0.12168722599744797,0.539760172367096,0.3429311513900757,-0.18897774815559387,0.2140580415725708,0.06728377193212509,0.2914343476295471,0.5741150379180908,0.2779248356819153,-0.1585109978914261,-0.2865738868713379,-0.4378076195716858,0.043470557779073715,Enabler,Peripheral,0.023358341281246926
105,2,0.005763688760806916,0.002608652196365211,0.1891960573341047,0.0058649676826153935,0.0,1,1,0.6666666666666666,3,0.0,0,-0.3281962308702628,1,0.25,0.010699261320348472,0.022482395206920868,-1.000088900581841e-12,16,10,2.625,1,8,4,3,0.1875,0.3125,-0.050308119505643845,0.143440380692482,-0.19066664576530457,0.33021658658981323,-0.43199068307876587,-0.29847604036331177,0.2872632145881653,-0.21784530580043793,-0.3285747170448303,0.8219231367111206,-0.18189656734466553,-0.22024264931678772,-0.3564719557762146,-0.3458949029445648,0.502846360206604,-0.1520703136920929,-0.3934493660926819,0.3739898204803467,-0.11092208325862885,-0.07315470278263092,0.2708792984485626,0.6198652386665344,-0.6200129985809326,-0.5806137919425964,0.1464499533176422,-0.0032157357782125473,0.2891997992992401,0.2940627634525299,0.04936199635267258,-0.3494126498699188,0.07720136642456055,0.3757590055465698,0.2553601562976837,0.011544947512447834,0.06169700250029564,0.5619257688522339,0.1890144944190979,0.10320407897233963,0.2349536269903183,0.5178290605545044,-0.00857628509402275,-0.020304882898926735,0.13987602293491364,-0.045761026442050934,0.801918625831604,0.2788568437099457,0.16860997676849365,-0.3918868601322174,-0.0385122187435627,0.19154953956604004,-0.5737743973731995,0.5961024761199951,0.6285023093223572,0.14928892254829407,-0.14829760789871216,-0.27982619404792786,0.7242504954338074,0.45818278193473816,0.23864677548408508,0.49747738242149353,-0.3004176616668701,0.6546453833580017,-0.03947898745536804,0.6181626915931702,Enabler,Peripheral,0.02438159895057824
106,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0,-0.9845886926107883,0,0.0,0.0,0.0,0.0,5,1,2.4,0,0,0,5,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peripheral,Peripheral,0.008335753991548874
107,2,0.005763688760806916,0.011941830054471855,0.1891960573341047,0.0058649676826153935,0.0,1,1,0.6666666666666666,3,0.0,0,-0.3281962308702628,1,0.25,0.010699261320348472,0.022482395206920868,-1.000088900581841e-12,10,6,2.4,0,6,2,2,0.4,0.1,0.38116544485092163,0.2972661554813385,-0.3791719675064087,0.21705447137355804,-0.14163383841514587,-0.5618947744369507,-0.04910854250192642,-0.12559504806995392,-0.3846880793571472,0.6928475499153137,0.019304756075143814,0.17347115278244019,-0.5749081373214722,-0.15053005516529083,0.43512389063835144,-0.23982885479927063,-0.5572786331176758,0.21316596865653992,-0.020996708422899246,-0.06498495489358902,0.3643375039100647,0.4350099563598633,-0.7223383188247681,-0.5676745176315308,-0.010603180155158043,-0.11935178935527802,0.4762021005153656,0.1462702453136444,0.1642032116651535,-0.6500387787818909,0.30687376856803894,0.3441523015499115,0.04424804076552391,0.350911021232605,0.26358625292778015,0.31331321597099304,-0.11541300266981125,0.3066410720348358,0.567877471446991,0.1389293372631073,0.08926866948604584,0.05277872085571289,0.5604255795478821,0.24520720541477203,0.301290363073349,0.07522311806678772,0.3575585186481476,0.2462189644575119,-0.09650804102420807,-0.09150756150484085,-0.5470138192176819,0.47715726494789124,0.6127243041992188,0.4752601981163025,0.0119319511577487,-0.3103393018245697,0.32834747433662415,0.510145366191864,0.22086213529109955,0.5923545956611633,-0.15863411128520966,0.6510193347930908,-0.054365742951631546,0.7407156825065613,Enabler,Peripheral,0.02294962438843081
108,3,0.008645533141210374,0.008590919691492728,0.19062665134041173,0.0062093199449298735,0.0,2,1,0.5,4,0.0,0,0.0,1,0.25,0.016159031435291002,0.006959600693862013,-1.000088900581841e-12,11,9,2.3636363636363638,2,3,1,5,0.18181818181818182,0.18181818181818182,-0.04062580317258835,0.1735069453716278,0.06857611238956451,0.5041463971138,0.6839767098426819,-0.1624787151813507,0.2116590291261673,-0.694729208946228,-0.2823062837123871,0.18176740407943726,-0.2800063490867615,-0.41076451539993286,-0.1653212159872055,0.28896015882492065,0.3170583248138428,0.47273701429367065,-0.3485015332698822,0.05908943712711334,0.3335115313529968,-0.23732149600982666,0.026231832802295685,0.6665276885032654,-0.4519764184951782,-0.5411377549171448,-0.2380637526512146,0.02514776960015297,-0.46404650807380676,-0.31132829189300537,-0.021609293296933174,-0.4879882335662842,0.5541778206825256,-0.28192707896232605,-0.10569071769714355,0.28975293040275574,-0.3184340298175812,0.13549365103244781,0.1746964007616043,0.23112274706363678,-0.47888126969337463,0.5610726475715637,-0.01870080828666687,0.06266389042139053,-0.05696401372551918,-0.08575664460659027,0.13135184347629547,0.29731470346450806,-0.15899644792079926,0.46839895844459534,0.6240665316581726,-0.3371622562408447,-0.6565049290657043,0.3668348789215088,0.28136035799980164,-0.04472748190164566,0.011042275466024876,0.09052136540412903,0.5338592529296875,0.1486816257238388,0.40301626920700073,0.04154764488339424,0.08792524039745331,0.19181296229362488,-0.22685419023036957,1.0445725917816162,Enabler,Peripheral,0.023051562897080137
109,4,0.011527377521613832,0.014544442875435788,0.23451511292808794,0.033649839555934924,0.16666666666666666,2,1,0.5,5,0.0,0,0.3281962308702628,1,0.25,0.01721453229048092,0.05296504066083405,-1.000088900581841e-12,14,8,2.2857142857142856,1,5,7,1,0.14285714285714285,0.14285714285714285,0.21677885949611664,-0.017723001539707184,-0.22158850729465485,0.6884648203849792,0.062474291771650314,-0.32875949144363403,0.3511483669281006,-0.21525488793849945,-0.4761199951171875,0.20739741623401642,0.3129288852214813,-0.4455803334712982,-0.4707075357437134,-0.4369611144065857,0.38935303688049316,-0.09760209172964096,-0.37337401509284973,-0.2978097200393677,-0.013842042535543442,0.17198088765144348,-0.015810446813702583,0.12117493152618408,-0.421905517578125,-0.1649947613477707,-0.11354177445173264,0.16954725980758667,0.11707291752099991,0.06761835515499115,0.13188177347183228,-0.04296984523534775,0.5057699680328369,0.305521160364151,-0.5246047377586365,-0.14182879030704498,0.009510137140750885,0.10133291780948639,0.17716188728809357,-0.2350255399942398,-0.32720860838890076,0.29816555976867676,-0.3092263638973236,-0.27269619703292847,0.20942197740077972,0.3173191249370575,0.15009301900863647,0.5792670249938965,-0.4108622074127197,0.0007779113948345184,0.20261381566524506,-0.20629046857357025,-0.3537430763244629,0.1861741840839386,0.05090482905507088,0.3271632492542267,0.03533884137868881,-0.2634769380092621,0.01593426801264286,0.2471107542514801,0.15190830826759338,0.3678355813026428,0.48516619205474854,0.3385879397392273,-0.0009542840998619795,0.5273149609565735,Enabler,Peripheral,0.025304231353154964
110,1,0.002881844380403458,0.0,0.18334817919832327,0.0035300646926070827,0.0,1,1,1.0,2,0.0,0,-0.6563924617405256,1,0.25,0.005366192984199543,0.02526267847006519,-1.000088900581841e-12,12,6,1.5833333333333333,0,0,3,9,0.0,0.08333333333333333,0.0363122895359993,0.2371208816766739,-0.0675371065735817,0.08151835948228836,-0.20200279355049133,0.14818352460861206,0.26021865010261536,-0.30342555046081543,-0.3060445189476013,0.1805505007505417,0.06847139447927475,-0.48300647735595703,-0.9083929657936096,0.1434953659772873,0.8224714398384094,0.036007363349199295,0.09237480908632278,0.049995869398117065,0.11004773527383804,-0.17520609498023987,-0.06761996448040009,0.08685487508773804,-0.027892224490642548,-0.2979341149330139,-0.25255659222602844,-0.011622359044849873,0.1865898221731186,0.7441025376319885,-0.2697463631629944,0.07411716133356094,0.6618712544441223,-0.41104647517204285,-0.12854696810245514,-0.05909784883260727,0.24752971529960632,0.11355314403772354,-0.26359638571739197,-0.20962640643119812,-0.2666732966899872,0.12239783257246017,-0.12780317664146423,-0.43288886547088623,-0.04298320785164833,0.22160306572914124,0.8558121919631958,-0.14248260855674744,-0.4686275124549866,0.7149127125740051,0.30000826716423035,0.13309699296951294,-0.3041422963142395,0.16573932766914368,0.5342617630958557,0.24184639751911163,0.3282376825809479,-0.13968175649642944,0.5390411019325256,0.01961755007505417,-0.340120792388916,0.5214173197746277,-0.2891114056110382,0.290501207113266,-0.46140769124031067,0.6760096549987793,Peripheral,Peripheral,0.01983971576430246
111,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0,-0.9845886926107883,0,0.0,0.0,0.0,0.0,5,4,1.4,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peripheral,Peripheral,0.005358698994567132
112,2,0.005763688760806916,0.0007536106345055055,0.14714226443445205,0.0005292802425470698,0.0,2,0,0.6666666666666666,3,0.75,1,-0.6563924617405256,2,0.5,0.003994647242187736,0.012260665322916501,0.6931471805579453,12,6,2.3333333333333335,0,1,10,1,0.16666666666666666,0.08333333333333333,0.3860144019126892,0.14616481959819794,-0.42500874400138855,0.10078953206539154,0.7666513919830322,0.06390491873025894,-0.9439042210578918,-0.41330304741859436,-0.10130764544010162,-0.034526824951171875,-0.24139831960201263,-0.4925834536552429,-0.40524008870124817,0.3843284845352173,0.05973344296216965,0.42442816495895386,0.16638825833797455,-0.2897464632987976,0.16670730710029602,-0.0029908795841038227,0.3389551043510437,0.8577060103416443,0.02393944188952446,-0.5416057705879211,-0.1961885690689087,-0.4181269407272339,-0.2256176471710205,-0.03933305665850639,-0.3639289438724518,-0.7091492414474487,0.6095331311225891,-0.4228476881980896,-0.5104938745498657,-0.1717330515384674,-0.03723343461751938,0.14224833250045776,-0.16067026555538177,-0.2970321476459503,-0.2928802967071533,0.3272007703781128,-0.3464020788669586,0.015876684337854385,0.1510004699230194,0.4772985875606537,0.36068424582481384,0.3741733431816101,0.22574298083782196,-0.5592727661132812,0.22306804358959198,-0.7553704977035522,-0.6054618954658508,0.46467992663383484,0.7105656266212463,-0.2934578061103821,0.12282362580299377,-0.19700947403907776,0.2730136513710022,0.9294306635856628,0.004186245147138834,0.30141758918762207,0.04460437223315239,-0.018567649647593498,-0.4950321316719055,0.5389221906661987,Enabler,Peripheral,0.03384263795656252
113,2,0.005763688760806916,1.9323349602705266e-05,0.18978952050014644,0.01089934629991132,0.0,2,0,0.6666666666666666,3,0.0,0,-0.3281962308702628,1,0.25,0.005421400730950608,0.005572229362368564,-1.000088900581841e-12,5,4,1.6,0,0,0,5,0.2,0.0,0.16850237548351288,-0.34971970319747925,0.12201397120952606,0.17335326969623566,-0.13575638830661774,-0.14906685054302216,0.21610482037067413,-0.581637978553772,-0.17931176722049713,0.5860597491264343,0.32487279176712036,-0.335115909576416,-0.13108350336551666,-0.25876396894454956,0.7652051448822021,0.0436529703438282,-0.10445496439933777,0.13585640490055084,-0.0015168963000178337,-0.23023274540901184,0.6821591258049011,0.1789652407169342,-0.24722649157047272,0.13748560845851898,-0.22407984733581543,-0.3355117738246918,0.4419891834259033,0.5187606811523438,0.019928934052586555,-0.5547847151756287,0.26167601346969604,0.31516188383102417,-0.5451918244361877,0.25219231843948364,-0.3193708658218384,-0.30798813700675964,-0.24770432710647583,-0.15369495749473572,-0.06108894199132919,0.29935094714164734,-0.1903044581413269,-0.018972693011164665,-0.2928846776485443,0.17133550345897675,0.1359076052904129,0.09491098672151566,-0.7986148595809937,0.045477934181690216,0.27646929025650024,-0.013207569718360901,-0.23621772229671478,0.03150279074907303,0.17861522734165192,0.19782540202140808,0.1477472186088562,-0.09006906300783157,0.5390823483467102,0.2812390625476837,0.044173095375299454,0.509611189365387,0.011770635843276978,-0.03940485790371895,-0.41003137826919556,0.6858651638031006,Peripheral,Peripheral,0.018576555573574648
114,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0,-0.9845886926107883,0,0.0,0.0,0.0,0.0,5,3,2.0,0,0,0,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peripheral,Peripheral,0.007144931992756178
115,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0,-0.9845886926107883,0,0.0,0.0,0.0,0.0,5,3,1.2,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peripheral,Peripheral,0.004763287995170785
116,2,0.005763688760806916,0.002608652196365211,0.1588889157968663,0.00145349642405681,0.0,1,1,0.6666666666666666,3,0.75,1,-0.6563924617405256,2,0.5,0.016065454304548015,0.003918775299428628,0.6931471805579453,5,3,2.4,0,0,0,5,0.2,0.2,-0.04431403428316116,-0.002085077343508601,-0.31255051493644714,0.28829899430274963,0.6212778091430664,-0.7984614372253418,-0.20820297300815582,-0.30206191539764404,-0.2803891599178314,-0.09485016018152237,-0.012809807434678078,-0.3479551374912262,0.21137896180152893,0.22604282200336456,0.17388685047626495,-0.14136981964111328,0.14087383449077606,0.08690695464611053,0.25943487882614136,0.012197920121252537,0.11797317117452621,0.8660211563110352,0.06637659668922424,-0.06580857932567596,-0.39347216486930847,-0.0064870198257267475,0.059427659958601,-0.06877146661281586,-0.11111929267644882,-0.6763156652450562,0.7526372671127319,-0.24080979824066162,-0.32933512330055237,-0.09945475310087204,-0.20423734188079834,-0.42757490277290344,0.4585544764995575,0.18858665227890015,-0.17759490013122559,0.41038817167282104,-0.0449177511036396,-0.3933027386665344,-0.04715617373585701,0.17087461054325104,0.5841676592826843,0.3107694685459137,-0.2141001969575882,0.651375949382782,0.3036542534828186,-0.14345189929008484,-0.08322722464799881,0.34947001934051514,0.7755894064903259,0.2847733199596405,0.2999004125595093,0.45142531394958496,0.5717253684997559,0.8360560536384583,0.7803118824958801,0.19686931371688843,-0.09119801223278046,0.3865512013435364,0.0236282367259264,0.9375138282775879,Peripheral,Peripheral,0.032981747505631605
117,5,0.01440922190201729,0.020861894150683673,0.23783372301669292,0.05241232048970015,0.0,2,0,0.3333333333333333,6,0.0,0,0.6563924617405256,1,0.25,0.032944866725796856,0.0731081809257902,-1.000088900581841e-12,13,7,2.769230769230769,1,9,3,0,0.23076923076923078,0.3076923076923077,-0.06813026964664459,0.1889011114835739,0.014278308488428593,0.26700347661972046,0.610827624797821,-0.3411707878112793,-0.09122949093580246,-0.3332749307155609,-0.1697683483362198,0.2492581009864807,-0.1668461412191391,-0.22119633853435516,-0.22794796526432037,0.13226234912872314,0.3052387535572052,0.01896347664296627,-0.03742247074842453,0.0004536905325949192,0.15149399638175964,0.007680073380470276,0.08343958854675293,0.5209242701530457,-0.17945683002471924,-0.4786568582057953,-0.2535887360572815,0.015571126714348793,-0.19790779054164886,-0.030389709398150444,-0.3103518486022949,-0.537323534488678,0.4622851610183716,-0.0009693382307887077,-0.368251770734787,-0.05046423152089119,-0.19504106044769287,0.20675913989543915,0.27333807945251465,-0.19868744909763336,-0.2471892535686493,0.4635627567768097,-0.1974802315235138,-0.09306132048368454,-0.010574047453701496,0.15088863670825958,0.3238736689090729,0.2558879256248474,-0.15806148946285248,0.3523100018501282,0.28781989216804504,-0.293390154838562,-0.2946447432041168,0.4712224006652832,0.2767309546470642,-0.0839589387178421,-0.0261710062623024,0.3353930115699768,0.30521127581596375,0.3284466564655304,0.2837388217449188,0.2820092439651489,-0.16542081534862518,0.25842398405075073,-0.30833151936531067,0.6324169635772705,Broker,Peripheral,0.02841257156479664
118,2,0.005763688760806916,0.005528516976185686,0.16151868429110167,0.0014654268675747307,0.0,2,0,0.6666666666666666,3,0.0,0,-0.3281962308702628,1,0.25,0.007764602815780375,0.004373056076371866,-1.000088900581841e-12,2,2,1.0,0,0,1,1,0.0,0.0,0.2946861684322357,0.21329931914806366,-0.25053858757019043,0.25087374448776245,0.492007851600647,-0.0651722252368927,-0.746924638748169,-0.473461776971817,-0.23432621359825134,0.14502261579036713,-0.18913578987121582,-0.4647256135940552,-0.4424624741077423,0.41598838567733765,0.1200747862458229,0.42781129479408264,0.2756110727787018,-0.11683166772127151,0.4756491482257843,-0.006236143410205841,0.3346753716468811,0.6981203556060791,-0.09840208292007446,-0.5188909769058228,-0.20944970846176147,-0.3593579828739166,-0.28195253014564514,-0.03455325961112976,-0.27275440096855164,-0.8274127244949341,0.6372541785240173,-0.34754905104637146,-0.48729780316352844,-0.14427641034126282,0.016739286482334137,0.22688044607639313,-0.009727871976792812,-0.22945865988731384,-0.2105695605278015,0.3903850018978119,-0.20543599128723145,-0.08772427588701248,0.2475416213274002,0.3011927902698517,0.46386581659317017,0.42142951488494873,0.08592890948057175,-0.3787240982055664,0.1657591611146927,-0.7184322476387024,-0.654124915599823,0.5392467379570007,0.45178672671318054,-0.397858589887619,0.05376652255654335,-0.1422939896583557,0.0657736212015152,0.9232469797134399,0.16619127988815308,0.24990807473659515,0.21010708808898926,0.0656701996922493,-0.5223676562309265,0.566840648651123,Peripheral,Peripheral,0.016103802859990992
119,1,0.002881844380403458,0.0,0.18895970997953368,0.005252364844649346,0.0,1,1,1.0,2,0.0,0,-0.6563924617405256,1,0.25,0.005366192984199543,0.017336454596497686,-1.000088900581841e-12,8,6,1.75,0,0,2,6,0.125,0.0,0.20864084362983704,0.19087563455104828,-0.15293645858764648,0.4460110664367676,-0.16187115013599396,-0.526107668876648,0.48383283615112305,0.13398957252502441,-0.25000330805778503,0.2456442415714264,-0.0038421202916651964,-0.8055866956710815,-0.2454528510570526,0.28606924414634705,0.3560561239719391,-0.13886632025241852,0.025029443204402924,0.17579227685928345,0.012512668035924435,-0.26756730675697327,0.5878289937973022,0.4348721206188202,-0.27032795548439026,-0.1560257226228714,-0.004516929388046265,-0.29534056782722473,-0.2098926603794098,0.30579087138175964,-0.119234099984169,-0.48408666253089905,0.41142773628234863,-0.3197862207889557,-0.5934877991676331,-0.33202365040779114,-0.021611733362078667,-0.03881816938519478,0.7061748504638672,0.2596851885318756,-0.15130515396595,0.23076339066028595,-0.05810818821191788,0.15318751335144043,0.6545059084892273,0.28509411215782166,0.3579176068305969,0.017534242942929268,-0.15163682401180267,0.3118065893650055,-0.13377146422863007,0.355021595954895,0.01827816106379032,0.13753774762153625,0.220319926738739,0.16296401619911194,-0.2818758189678192,0.18075723946094513,-0.08426013588905334,0.39683571457862854,0.017780272290110588,0.3701651096343994,-0.06633837521076202,0.1111302599310875,0.6012498140335083,0.932758092880249,Peripheral,Peripheral,0.01946527211448163
120,1,0.002881844380403458,0.0,0.15756484149855907,0.0007684054022935917,0.0,1,1,1.0,2,0.0,0,-0.6563924617405256,1,0.25,0.005366192984199543,0.0032809017861779814,-1.000088900581841e-12,6,4,1.1666666666666667,0,0,0,6,0.0,0.0,0.8636853098869324,0.0969104915857315,0.25857263803482056,0.38492080569267273,-0.26920172572135925,0.043265171349048615,0.3630039095878601,0.3496910631656647,-0.9794695973396301,0.40458592772483826,0.24517841637134552,-0.6892114281654358,-0.4917478859424591,-0.04105154797434807,0.18773937225341797,0.2669374346733093,0.3858676254749298,0.3517288863658905,-0.15825293958187103,-0.26706254482269287,0.2347424328327179,0.5831759572029114,-0.6344901919364929,0.06593410670757294,-0.3230431377887726,-0.6051577925682068,-0.6246603727340698,-0.11421312391757965,0.09106842428445816,-0.5856313109397888,1.037454605102539,0.18211878836154938,-0.4600502848625183,-0.00386973493732512,0.09646667540073395,-0.32715943455696106,0.5371369123458862,-0.5047263503074646,-0.03629826381802559,0.19828863441944122,-0.5263233780860901,-0.24774561822414398,0.1065194383263588,-0.2538014352321625,0.13139113783836365,-0.11647278070449829,0.12708711624145508,-0.11526577174663544,-0.22257570922374725,0.3883160948753357,-0.15032532811164856,0.46841463446617126,0.6757413148880005,0.06114240363240242,-0.41232702136039734,0.1437906175851822,0.4101565480232239,0.08823453634977341,0.09420785307884216,0.6673850417137146,-0.14901195466518402,-0.14614981412887573,0.053775276988744736,0.9678285121917725,Peripheral,Peripheral,0.017038743998232478
121,5,0.01440922190201729,0.021595402181419986,0.23802084632355108,0.05324055224668687,0.0,3,1,0.3333333333333333,6,0.0,0,0.6563924617405256,1,0.25,0.015948664767000877,0.07334001328294819,-1.000088900581841e-12,8,5,2.0,0,7,1,0,0.25,0.125,0.1390586793422699,-0.08686830848455429,0.35680854320526123,0.2241307646036148,0.18989042937755585,-0.35451024770736694,-0.12539461255073547,-0.17911386489868164,0.03566126152873039,-0.12785154581069946,0.1292334944009781,-0.4123883843421936,-0.2750614285469055,-0.0694551169872284,0.7668829560279846,-0.06798375397920609,-0.12870953977108002,-0.21478331089019775,0.209663987159729,-0.5519762635231018,0.09942878037691116,0.23285521566867828,-0.16979877650737762,-0.06982798129320145,-0.007845542393624783,-0.20330193638801575,0.3027571737766266,0.3147372901439667,-0.004370229784399271,-0.33901602029800415,0.706544816493988,0.06262325495481491,-0.09933499991893768,-0.1308750957250595,-0.09956982731819153,0.2079223096370697,0.05877385661005974,-0.2032855600118637,-0.3751363754272461,0.17039839923381805,-0.09909236431121826,0.11920220404863358,0.1397397816181183,-0.0014133680379018188,0.3349747657775879,0.05424144119024277,-0.1792507916688919,0.11069970577955246,-0.20421728491783142,0.0763939917087555,-0.38461175560951233,0.5745741128921509,0.040657978504896164,0.20625460147857666,-0.26293081045150757,-0.07345645874738693,0.3267730176448822,-0.133853942155838,0.15621091425418854,0.46970483660697937,-0.00242243567481637,0.36862361431121826,-0.09769799560308456,0.4544503688812256,Broker,Peripheral,0.0244163834387899
