person_id,degree,degree_centrality,betweenness,closeness,eigenvector,clustering_coef,core_number,load_centrality,betweenness_norm,ego_density,ego_nodes,participation_coef,cross_community_edges,within_module_z,incident_count,crime_diversity,avg_severity,coordinator_interactions,broker_interactions,enabler_interactions,peripheral_interactions,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127,is_bridge,incident_bridges,constraint,predicted_role,mo_importance_score
69,28,0.07017543859649122,0.037207224111720366,0.3212779723790188,0.1783753259163009,0.03968253968253968,10,0.041605087204115695,2954.2908016947085,0.10591133004926108,29,0.26530612244897966,4,2.32614988628944,18,7,2.888888888888889,12,6,0,0,0.004370344,0.2605918,-0.05988044,0.19753043,0.11025016,0.21582958,-0.06386868,-0.07138772,0.009903427,0.29367816,0.13347664,-0.08468072,0.15453361,-0.12978856,0.22497615,0.22950843,-0.0062293834,-0.02146481,0.09926886,0.2850828,-0.0022848116,0.014367344,0.15917704,0.18818589,-0.19459516,0.02673388,0.03745921,-0.15803334,-0.3659605,-0.02454991,0.122709386,0.0036974666,-0.017128216,0.23975107,-0.2110066,-0.030367406,0.13403359,-0.007504551,0.13928263,-0.0017565704,-0.03230702,0.15139747,-0.03718379,-0.21592946,-0.005165207,-0.008610792,-0.09950256,0.092945546,0.0025234697,-0.18428217,0.2247221,-0.14868858,-0.10377382,0.074720584,0.10639247,-0.04896872,-0.12939364,-0.06327919,-0.18856548,0.22335629,-0.29716948,0.17542508,0.2981473,0.16669428,0.06500896,0.1368539,-0.095590726,0.07305687,0.036917087,-0.09775737,-0.02586324,-0.13437338,-0.011040319,-0.024391677,0.20665155,-0.25769523,-0.011996663,-0.1244693,0.24178573,-0.0061628474,0.013440379,-0.23366828,0.039963175,0.07230337,-0.08336143,0.21957643,0.16760506,-0.18322653,-0.08744876,0.13918619,0.0925421,0.065301456,-0.026833512,-0.14652784,0.16785078,-0.08901976,0.08139646,0.031116992,-0.06233287,-0.29406884,-0.13466619,0.043401938,-0.097070456,0.090024084,0.09078009,-0.20113035,-0.098495536,-0.02395621,0.20140621,-0.062797844,-0.17947431,-0.077341124,-0.057949338,-0.08844431,0.10265789,-0.057079304,0.035394892,-0.08084137,0.2616207,-0.03748552,-0.22488569,-0.16758493,0.020167392,0.087263614,-0.41994333,-0.045685075,-0.07631946,-0.22780292,0,0,0,Peripheral,0.13342445402513925
70,1,0.002506265664160401,0.0,0.16742888148205565,0.00025483014886976813,0.0,1,0.0,0.0,1.0,2,0.0,0,-0.7291066625123621,9,6,2.111111111111111,0,0,4,5,0.20913877,0.16414829,-0.056976568,0.2691898,-0.07440229,-0.018580386,-0.1539542,-0.22123663,0.3233647,0.35713947,-0.09201307,0.032215137,0.031990808,-0.03516365,0.48701036,0.21021764,-1.0573905,-0.13359861,0.12679182,0.40211156,-0.09407432,-0.006670502,-0.14793152,-0.22025865,0.15212788,-0.1677078,0.107217394,-0.10344952,0.2650923,-0.3943754,0.52398324,-0.23282251,-0.0597415,-0.04860188,-0.051727794,0.042820755,0.44099155,-0.04719871,0.43488163,0.123892464,-0.275746,0.037665974,0.036485236,-0.42075515,0.1515309,-0.23307076,-0.055891283,-0.16896628,-0.26074502,0.47132093,0.096696295,-0.33199635,-0.17382748,-0.18674594,0.17976293,0.20442933,-0.12808548,0.5092474,-0.5519818,-0.064446226,-0.51145095,0.18061255,-0.29706693,0.016964206,-0.07658509,0.05846997,0.21407537,0.376308,0.10610875,-0.07518364,-0.17017718,-0.74213976,0.011873791,-0.15140584,0.115807295,-0.041670594,-0.23630676,-0.0074351355,0.28834984,0.1049973,-0.09312896,-0.23537359,-0.5471928,0.28429428,-0.07990111,-0.07201067,0.36581653,0.38287413,0.771544,0.2637696,0.3627935,0.10502435,0.30208904,-0.3312279,-0.17143679,0.020465227,0.21311621,0.10511878,-0.29389846,-0.3817675,-0.24568993,-0.051097684,-0.42423895,-0.2343027,0.44413343,0.027905613,-0.2957477,0.29307675,0.5939625,-0.14028583,-0.17234576,-0.3135393,0.38315648,-0.17914131,0.6449061,0.32476532,-0.49904254,-0.23482607,0.72953403,0.0655159,-0.51505774,0.4468971,0.827562,-0.11003435,-0.3001197,-0.024017625,0.2439026,0.24547642,1,1,0,Peripheral,0.017540014837981385
71,2,0.005012531328320802,7.52102359107219e-05,0.203134477845646,0.002496763128499844,0.0,2,0.0002776706375439574,5.971767941547229,0.6666666666666666,3,0.0,0,-0.5962694212601098,12,6,2.8333333333333335,0,3,3,6,-0.18998192,-0.13843969,-0.022799585,0.05173939,0.26063502,-0.030229349,-0.4994085,0.19116907,0.07392724,0.48643607,-0.010763961,0.11089826,0.23128575,0.11332135,0.38739526,0.5652629,-0.06641073,-0.09829729,-0.32553205,0.23869903,-0.30138716,0.27164823,-0.111446574,0.033583835,-0.60504586,-0.101286225,0.0062295683,-0.3034884,-0.5374797,0.19209053,0.23899591,-0.123785354,-0.122793116,-0.008853298,-0.19256538,-0.009513823,0.12757722,0.47882378,-0.3951382,0.05418181,-0.030084955,0.6746437,-0.13567801,-0.24926153,0.24435687,-0.18453163,0.22642794,0.04530341,-0.2700024,-0.14523771,-0.20693204,0.01752234,-0.02483256,-0.077514976,-0.17949247,0.16515677,0.030548088,-0.2787055,-0.39743972,0.38453987,-0.5153911,0.49261197,0.33563974,0.093713306,0.09314051,0.51220673,-0.015560932,0.012542057,-0.15045865,-0.46480858,-0.09856639,-0.39196587,-0.073332496,-0.45796344,-0.09324295,-0.5904174,0.30675346,0.32033044,-0.14135501,-0.076440156,-0.10975123,-0.60372984,-0.1955165,0.04117756,-0.26313245,0.31246537,-0.10779836,0.43231368,0.10872667,-0.20165995,-0.052010085,-0.033471163,0.049959708,0.24435727,0.38792083,-0.119940884,0.050779928,0.046064965,0.19880852,-0.32360315,-0.41590926,-0.054559615,-0.5080348,-0.15542617,0.06433102,0.2220732,0.20391391,0.14608443,-0.15104036,-0.2772611,0.020485733,-0.13416326,0.1496112,-0.43914694,0.017234448,0.3418727,-0.32731652,-0.3422507,0.32893175,-0.03707056,-0.12847523,0.36770496,0.46087274,0.012252451,-0.64490396,0.21861173,0.6297867,-0.036865428,0,0,0,Peripheral,0.010409039078747675
72,14,0.03508771929824561,0.007364739713549419,0.28025196727798785,0.11887784189116009,0.06593406593406594,10,0.0053726178032289535,584.7676979955373,0.19047619047619047,15,0.0,0,0.9977774737669175,18,9,2.7222222222222223,3,11,4,0,-0.13663284,0.017096367,0.058680184,0.14712955,0.25891957,0.027961332,-0.18756843,-0.047918912,0.06486359,0.18232174,0.1367147,-0.037138186,-0.034280855,-0.087794244,0.44010654,0.07904373,-0.3196904,0.07492192,0.12825769,0.1908855,-0.12654954,0.038938284,0.12980828,-0.11277217,-0.3620148,0.1512,-0.07552797,-0.12899701,-0.38641644,0.008007486,0.16490048,-0.18789244,-0.17170812,0.19105327,-0.01667123,0.0057146335,0.26686013,0.071485415,-0.033736248,0.29731822,-0.02091799,0.27882066,-0.23048939,-0.24094929,-0.06925158,0.0037702492,0.03417037,0.2818962,-0.17500405,-0.051906075,0.038193017,0.04879969,0.16068107,0.094507955,-0.07041988,-0.04214942,-0.096483134,-0.13625611,0.0050217113,0.24528821,0.03560187,-0.030031428,0.12656571,0.3628355,0.061818108,0.27902704,0.058107927,-0.05238327,-0.102045864,-0.111684956,-0.061953034,-0.28000668,-0.2076259,-0.07596843,0.019225657,-0.34477055,0.16188212,-0.0059380606,0.08900866,-0.05802587,-0.19183208,-0.3344183,-0.14125639,-0.004075916,0.06274379,0.008018839,-0.0029950715,-0.021786954,0.26075596,0.15749028,0.2150862,0.106115125,0.030421086,-0.042405102,0.14549118,0.04270886,-0.07110819,-0.17401393,0.2864909,-0.14755078,0.018289644,0.021087915,-0.13180667,0.11108385,0.093996964,-0.28467968,-0.011811031,0.022561202,0.18638504,-0.04401742,0.09231718,0.0302734,-0.091368854,-0.14109904,0.12321707,0.035519306,-0.27027714,0.045869723,0.13089503,-0.11604069,-0.13521269,0.13715684,0.24376597,0.11989296,-0.26138362,0.018264264,0.106713176,-0.072607554,0,0,0,Broker,0.9188293116607884
73,26,0.06516290726817042,0.022054970055790882,0.30934479054779807,0.16988945024976418,0.055384615384615386,10,0.027618439686846293,1751.1866773998518,0.12535612535612536,27,0.1479289940828401,2,2.32614988628944,12,6,2.9166666666666665,9,3,0,0,0.098711245,0.16309705,4.2843574e-05,0.18937832,0.16917318,0.080070995,-0.06447695,-0.07537305,-0.031227408,0.1646128,0.11388307,-0.0007776932,-0.07056711,-0.19883002,0.1434875,0.15252073,-0.13742517,-0.11030624,0.1769976,0.10715027,0.0012349845,0.046504702,0.008479414,-0.05559098,-0.1082675,0.006111593,0.050538693,-0.22666188,-0.038361505,-0.17899452,0.050883308,0.17640218,-0.1254656,0.14556034,-0.24654382,0.18158515,0.12950025,0.13396817,0.3265822,0.11489684,-0.05369676,0.034376077,-0.115556054,-0.12273602,-0.031636663,-0.115996905,-0.13163294,0.1408758,-0.09731927,-0.07147543,0.047105394,0.0048888572,-0.054045744,0.054114,-0.05778191,-0.019465074,-0.0468423,-0.10728131,-0.2581994,0.18664458,-0.3479623,0.028676478,0.06724593,0.4028011,0.1927804,0.28705415,0.10208768,0.11209786,-0.0073703406,-0.23939358,0.03170525,-0.44436252,-0.1654371,0.0061040134,-0.10317664,-0.25789586,-0.09745986,-0.09538116,0.05406509,0.115582995,0.044228688,-0.134162,-0.05386335,-0.043800175,-0.047526672,0.05600664,0.12753992,-0.012002754,-0.10257184,0.08804175,0.029207932,0.15651089,-0.09707758,-0.23111469,0.020711277,-0.23177452,-0.11704809,0.07806685,0.097516,-0.36261186,0.037438437,0.043932084,-0.076981634,0.10745927,0.18219142,-0.11344183,-0.08717741,0.14117435,0.0773114,-0.24228488,-0.15488315,0.07605224,0.02445819,-0.27349785,0.08308105,0.052134283,-0.09999211,0.07385465,0.037340716,0.06375516,-0.3998069,-0.33635107,0.07309414,0.042782106,-0.3056278,-0.034740057,0.15861158,-0.058522306,0,0,0,Coordinator,1.0
74,1,0.002506265664160401,0.0,0.2060990038548147,0.0035918082596693318,0.0,1,0.0,0.0,1.0,2,0.0,0,-0.7291066625123621,9,6,2.3333333333333335,0,0,2,7,0.30502772,0.26567668,-0.09871309,0.26599535,0.18955487,0.18515891,0.058585703,0.16592821,-0.17876181,0.24996887,0.5492558,0.45953912,-0.1307312,-0.31528887,0.57965857,0.38006967,-0.19192804,-0.012635981,-0.088026054,-0.047328856,0.23754393,0.03123845,0.009428306,-0.4216473,-0.7464079,0.010722608,0.21600468,-0.033156507,-0.27421907,-0.16607836,-0.013116325,0.036854696,-0.42386097,0.016907025,0.0400595,0.644211,0.3548788,0.15803275,0.10001524,0.17041561,0.21917453,0.030520068,-0.3238128,-0.10076793,-0.0058366037,0.008367708,-0.4093917,0.23539007,-0.28214577,-0.41447276,0.37786108,-0.10041796,-0.01996202,-0.12937982,0.17510438,-0.34540978,-0.056076612,0.15259506,-0.09822023,0.1723911,-0.057455357,-0.26659545,0.08687678,0.20941071,-0.02604215,-0.34334326,-0.05391941,0.035500783,-0.30213696,0.1092782,0.048260145,-0.5081646,0.26321357,-0.12883337,0.16999163,-0.023829332,-0.15658456,0.24772009,0.1286457,-0.12217473,0.2660297,0.19056045,0.06141046,0.106564224,0.20001961,-0.12577628,0.08918913,-0.4592642,0.31665215,-0.05064653,0.2837108,0.24262632,0.16656512,-0.07596433,-0.028509011,-0.056676038,-0.3567978,0.1728142,0.05842542,-0.35359448,0.102044515,0.35338292,-0.021688852,0.23052186,0.1923823,0.22091676,0.16995445,-0.012588231,0.41928688,-0.6466796,0.15685125,-0.1922335,0.12254228,-0.5108317,0.36903852,-0.31473863,-0.44502622,0.034082405,-0.365035,-0.2709372,-0.3341965,0.38963032,0.28635213,-0.057322446,-0.00626919,0.15783072,0.04004837,-0.27988476,1,1,0,Peripheral,0.018061423542620834
75,0,0.0,0.0,0.0,7.590317288714358e-60,0.0,0,0.0,0.0,0.0,1,0.0,0,0.0,9,7,2.3333333333333335,0,2,1,6,0.0061438167,0.0003783023,-0.005256744,0.0063870978,-0.0044354796,-0.00095259305,0.004992583,-0.005144052,-0.005395892,-0.007670303,-0.004398294,-8.721277e-05,-0.0012145499,-0.0053929836,0.0022427253,-0.006201012,0.00046684872,-0.005807151,0.0008697668,-0.003752579,0.00073439255,0.007384129,-0.0070545143,0.006630186,0.00023778435,0.0009993576,-0.0035266075,-0.0076285824,0.0051067825,-0.005587036,0.006280328,-0.0065968046,0.0019639386,0.0077117085,0.0068069603,0.00023516174,0.0014485987,-0.0065986644,-0.0070396373,0.0047563557,0.005557197,0.00019519031,0.00093889795,-0.0027218973,0.005958316,-0.0033641662,-0.004411443,0.007544673,0.0062378766,-0.007799999,0.004480902,-0.0029516583,0.0026192479,0.0076263994,-0.0063465433,-0.00091667473,0.0026969863,0.0006907042,0.001672144,-0.006482765,0.00304526,-0.003531415,0.0057674292,-0.0035724519,0.004248063,0.00012374297,0.006545701,0.0071927244,0.0048917225,0.0047369786,0.0059410203,-0.006973056,-0.007500004,-0.0038223546,0.0046209833,0.004633272,0.0033141226,0.0016560033,0.0010870025,-0.007281947,-0.0012342567,-0.0006263936,0.005494619,0.0036259862,0.00033005513,0.005836225,-0.0022958992,-0.0037669502,-0.004207831,-0.0036995532,0.00073736534,0.003692004,-0.0014908891,-0.0041259797,-0.004444467,-0.00085579045,-0.005041505,0.004384458,0.0011800053,-0.007460852,0.0040685125,-0.00319089,-0.0060240896,-0.006637047,0.0062926374,0.0063003516,0.00028134417,-0.0065786503,-0.0028795442,0.005451128,-0.00053729955,-0.0035265246,0.0004088981,0.0017118528,0.0015373742,-0.0019274782,0.007476663,0.0019810814,-0.0048115803,-0.004361988,0.00074589904,0.0029121377,-0.0037236102,0.00012993999,0.0051392103,0.0047120424,0.0025400557,0.00054528285,0,0,0,Peripheral,0.0
76,2,0.005012531328320802,0.00017651102020316514,0.20505809979494188,0.003921325579267244,0.0,2,0.00030947629466539803,14.015151515151516,0.6666666666666666,3,0.0,0,-0.5962694212601098,8,4,1.75,0,1,0,7,0.16077505,0.12312389,-0.13586363,0.3177343,-0.012033835,0.4362299,0.24074262,0.2687309,-0.02205284,-0.24308152,0.08348213,0.07733147,0.10800787,0.05777506,0.41055194,0.17152831,-1.1882427,-0.29773694,0.3270017,0.08216596,-0.024689702,0.31000668,0.2592653,-0.09120428,-0.13965413,-0.11573581,0.08444125,-0.6124931,0.1776476,-0.4867921,0.24456002,0.4121811,-0.27544352,0.26889348,-0.26274204,0.23725902,-0.039318427,-0.24106923,0.4199838,0.32471728,-0.17979127,0.5077439,-0.16877669,-0.24261859,0.030225025,-0.2035578,-0.36999497,0.21236427,-0.24196334,-0.07522,0.363097,-0.12304479,0.14935397,-0.0127899265,0.15587293,0.14694168,-0.18613005,-0.1045283,-0.49193573,0.3741124,-0.41435218,-0.22956707,0.28784367,0.4423836,-0.0037124925,0.28079048,-0.21550524,-0.1630369,-0.25407943,-0.22803232,0.06377782,-0.54562813,-0.14927524,-0.032042883,-0.21089685,-0.50106966,0.20773998,-0.3077928,-0.23405008,0.15950078,-0.34473518,0.059682764,-0.16395552,-0.06460687,-0.060787935,0.24318652,0.11160296,0.23219602,0.40893498,0.091789,0.034931242,0.17734611,0.09452309,-0.19727343,0.29518908,0.12338557,-0.34221148,0.41516483,0.08808354,-0.24500953,0.14469922,0.10171799,0.5860344,0.0053285495,-0.23167644,0.012382642,0.12392962,-0.095069885,-0.0025746296,-0.2989194,0.29621413,0.4548692,0.07392758,-0.08102911,-0.0477183,-0.10145486,-0.053272456,-0.14403768,-0.2873049,-0.19233623,-0.06929218,-0.10362988,-0.28506142,-0.03112058,-0.37321788,0.32826555,0.008665409,0.12523992,0,0,0,Peripheral,0.01065695495107607
77,11,0.02756892230576441,0.01698621853445732,0.2615233736515201,0.05580044573023836,0.16363636363636364,6,0.01755577206127208,1348.7227378544458,0.30303030303030304,12,0.0,0,0.5992657500101607,19,12,2.6315789473684212,6,3,6,4,0.040403333,0.14520456,-0.09491112,0.36089185,0.010471035,0.22038838,-0.07344907,0.14278689,-0.043371923,0.09922368,0.031671274,0.042323448,-0.006231731,-0.07107636,0.42665866,0.20054983,-0.76670736,-0.069561385,0.34899935,0.11991018,0.3278435,0.36814702,0.05740633,0.10712323,0.026677653,-0.11447875,0.2037514,-0.31913686,-0.04358119,-0.47455594,0.18544686,0.14967322,-0.010371875,0.32797304,-0.22369094,0.20442165,0.08323713,0.035612762,0.13203688,0.2118821,-0.053919453,0.4196587,-0.2235556,-0.15466315,-0.02242684,0.1434675,-0.15079959,0.29806253,-0.18659696,-0.2492637,0.40673292,0.05821646,-0.18024717,0.08830178,0.045844235,0.11700954,-0.20759569,0.1431289,-0.09226765,0.19794017,-0.20177814,-0.17376453,0.078419834,0.3767417,-0.0056670955,0.33463693,0.18470396,-0.0063099707,-0.24409263,-0.3498045,0.03293802,-0.25013956,-0.19740567,-0.13175455,-0.3263748,-0.34745198,0.16484746,-0.12966482,-0.1452922,0.17032109,-0.11198892,-0.050425902,-0.1510699,0.32762992,0.04727747,0.22500783,0.07759958,0.04621045,0.20339818,-0.108180195,-0.033695478,0.14066991,-0.034538362,-0.02549677,0.34974134,0.13574052,-0.18039566,0.12724294,-0.18873762,-0.48426697,-0.08700216,0.18784435,0.2939788,-0.008536432,0.040114306,-0.09599905,0.19692425,-0.05457547,-0.052843735,-0.15511926,0.068129,0.09560358,0.058392845,-0.14730823,0.2587352,-0.058319494,-0.10889215,-0.08357586,-0.25939113,-0.08161794,-0.122926064,-0.1416423,-0.10022555,0.060799133,-0.583621,0.09076133,-0.085169785,0.06015548,1,2,0,Enabler,0.3976105486576156
78,2,0.005012531328320802,4.090727740732376e-05,0.20794624204557488,0.004352944745691236,0.0,2,0.00010061945963257033,3.248078733418914,0.6666666666666666,3,0.0,0,-0.5962694212601098,7,4,2.5714285714285716,0,0,2,5,0.07628648,-0.049914636,-0.14306419,-0.06578401,-0.22297959,0.05989673,0.05990759,0.2789203,0.19382493,0.19684142,-0.5177885,-0.112561464,-0.18506412,-0.6905328,0.06697137,0.2221269,-0.14544052,-0.055985983,0.19439682,0.18501669,-0.036020756,-0.20141304,0.4673977,-0.15580419,-0.07562111,-0.11841215,0.30149204,-0.32249138,-0.26251987,-0.04526631,0.35474232,-0.39231527,0.038508214,-0.09787687,-0.35408372,0.41039687,0.5646917,-0.40753254,0.2854891,-0.016240992,0.1485872,0.026479479,-0.106471315,0.10018964,-0.0024263884,-0.3586102,-0.40240213,0.060317975,-0.31872705,-0.46925932,0.006466776,-0.18146327,-0.26696697,0.09608296,-0.18278305,-0.12701297,-0.16112912,-0.22652917,-0.7457764,0.18789601,-0.42242184,-0.22703461,0.25880253,0.15027507,0.14011885,0.18252398,0.08496614,-0.10841721,-0.42776734,-0.22778966,0.34320307,-0.27010387,-0.6126719,-0.0023722195,-0.187605,-0.085657656,0.010080221,0.20060201,0.13805555,0.15856348,0.13087206,-0.20546521,-0.0645905,-0.12285057,0.09921867,-0.008242281,0.25343928,-0.18171047,0.20302294,-0.047174577,0.0017954714,0.06891452,0.047900386,0.1903874,0.22931138,-0.15917043,-0.25722742,-0.44682273,0.22827098,-0.20378599,0.10823732,0.14043134,0.057003323,-0.35634035,0.25721443,-0.4967793,0.40410793,-0.42132115,0.68667716,0.0942526,-0.2695,-0.26703158,-0.09505125,-0.23878378,0.30796644,-0.03999727,0.1613568,0.33580965,0.31092584,-0.50284165,-0.5178116,-0.34176883,0.14403588,0.056074075,-0.61794645,-0.1874437,0.16324708,0.037666947,0,0,0,Peripheral,0.010690494888032738
79,10,0.02506265664160401,0.01148348940726147,0.2675552142299736,0.06584395354794456,0.26666666666666666,7,0.011992135428289918,911.800542425968,0.4,11,0.0,0,0.4664285087579084,18,12,2.2222222222222223,4,2,5,7,-0.1161302,0.12498482,-0.1873539,0.09205531,-0.04384905,0.13193262,-0.055910517,-0.06239544,-0.09022219,0.050301116,-0.047120277,-0.12403442,0.18529724,-0.24752717,0.25875685,0.35970077,-0.1532164,-0.10314594,0.4745617,0.20029873,0.02372904,-0.044739824,0.3506424,0.0127518205,-0.058995888,-0.036247578,0.07902473,-0.31607017,-0.08865028,-0.1946644,0.2971401,-0.28220245,-0.40169942,0.15290618,-0.2431028,0.050067693,0.35442048,-0.08572346,0.53177553,0.0673825,0.28347638,0.027267775,-0.25940767,-0.10431769,-0.018675745,-0.21093962,-0.07178722,0.14627565,-0.0108269965,-0.3509617,-0.0034878065,-0.049505655,-0.27073935,-0.09907337,-0.055938974,0.013349035,0.27399927,-0.028680714,-0.34918004,0.28454044,-0.08875626,-0.101981476,0.19156796,0.10418751,-0.12629582,0.09725541,0.19628273,0.02364346,-0.27963784,-0.26213363,0.1013071,-0.37773412,-0.30059326,0.13600872,-0.072950475,-0.08434105,-0.011592742,0.07550022,0.17932509,-0.10685279,0.040494524,-0.12283639,0.14391203,0.10809238,0.1973948,0.14293563,0.24088675,-0.17267789,0.18382972,-0.003494762,0.11393276,0.23578744,0.22002175,0.015921958,0.11152722,-0.062013995,-0.32466632,-0.12927388,0.04171759,-0.2414941,0.094235495,0.053407617,-0.13467722,-0.21005952,0.12101754,-0.13956432,0.32752857,-0.23697843,0.24043758,0.035557684,0.065402016,-0.08514199,-0.12893641,-0.13202137,0.123031005,0.05569436,0.1499382,-0.0707164,0.1848475,-0.24054272,-0.43669295,-0.15326737,0.072152235,0.035443023,-0.427723,-0.05024329,0.053997006,0.15624696,0,0,0,Peripheral,0.05378459609660299
80,5,0.012531328320802004,0.01380927809284367,0.2199133582093351,0.008037949598557088,0.0,2,0.009695640669699548,1096.4704898498803,0.3333333333333333,6,0.0,0,-0.19775769750335298,18,11,2.4444444444444446,4,3,8,3,0.13856378,0.0016906379,-0.028117893,0.3309162,0.11575616,-0.21567,-0.018760514,-0.3480153,0.06272301,0.35337678,0.02499889,0.0025407146,0.1334914,0.006533889,-0.08125264,0.35851657,-0.3402319,0.11880198,0.11453308,0.13632342,0.5378192,0.36988166,-0.103069596,0.10535867,-0.074656904,-0.5594846,-0.61362416,-0.062562205,0.24698076,-0.20328169,0.14677408,0.07251594,-0.21609761,0.07929858,0.027683783,0.38196746,0.40117872,0.26162156,0.25082466,0.27321196,-0.3965955,0.28633472,-0.25183403,-0.49288806,-0.017452834,-0.23578143,-0.022441572,0.3734323,-0.054515094,0.11139242,0.50978917,-0.612598,0.41633087,-0.20759684,-0.09369637,0.148063,-0.05930269,-0.16805382,-0.6875275,0.5743553,-0.2691553,0.15988256,0.11199301,0.05850943,-0.11328817,0.30545858,0.1928474,0.27570343,-0.3219217,-0.2009753,0.08592584,0.042716417,-0.059347786,0.07775797,0.19843735,-0.0007699376,0.06561501,-0.031712003,0.22211255,-0.18967283,0.273044,-0.23734505,-0.16603151,0.10683391,-0.039417133,0.16937545,-0.008215217,0.12937693,0.633893,0.066716515,0.28049293,0.27881724,0.10641139,0.16368422,0.2894751,-0.086506575,0.31400236,-0.06142264,-0.38432923,0.07850838,0.29069856,0.33995017,-0.49504822,-0.15075545,0.22529964,-0.15770118,0.41892976,0.1684445,0.18936154,-0.08606468,0.14351918,0.22218135,0.08421412,-0.5385958,0.12679952,0.009115647,-0.48085245,-0.046858303,0.18274197,-0.2685659,-0.44633818,-0.34768215,0.6934208,-0.13340367,-0.53008443,-0.09051508,-0.21361996,-0.50453156,1,2,0,Enabler,0.20133823027881603
81,26,0.06516290726817042,0.027441797858401697,0.30556164635483346,0.16743158614579243,0.027692307692307693,10,0.02505365340533636,2178.9061917549534,0.09971509971509972,27,0.2174556213017752,3,2.193312645037188,23,7,3.217391304347826,20,3,0,0,-0.06601458,0.18525964,-0.08727563,0.28787047,0.09582481,0.19581275,-0.062014636,-0.03209889,0.02754195,0.15478535,-0.004621531,0.113350704,-0.0226029,-0.1976468,0.26598448,0.20910351,-0.22084959,-0.00976679,0.072882555,0.07949478,0.06969943,0.010920447,0.04826594,-0.09515099,-0.17326458,-0.005540565,0.03302633,-0.22802238,0.026430937,-0.3139246,0.19857132,0.069218986,-0.15370566,0.2665437,-0.07987367,0.061400425,0.09941928,-0.04888688,0.13000529,0.08634739,-0.046293605,0.15270986,-0.15782088,0.09766897,0.07919284,-0.13670208,-0.1570991,0.14679587,-0.04037879,-0.2434912,-0.006136971,-0.0578672,-0.22504386,0.0023793604,0.045238435,0.004768784,-0.06319691,-0.10333571,-0.34362713,0.29999226,-0.23490107,-0.07511865,0.11804723,0.17576484,-0.015846342,0.16390525,0.018816523,0.25399637,0.017647497,-0.15805058,-0.1687381,-0.29216808,-0.0399769,0.023710126,0.037887428,-0.20460409,0.037324805,-0.17450085,0.021165421,0.14728095,-0.12410774,-0.09036712,-0.20122977,0.08070756,-0.04621591,-0.053149063,0.24886489,0.03812472,0.045913666,0.03712332,0.056019083,0.055186756,-0.04593115,0.006861846,0.11887771,0.022749554,0.038247563,-0.12570275,0.11081047,-0.20687819,0.027667118,0.0927849,-0.021319095,0.0253485,-0.028481403,-0.10183338,0.05283531,-0.094728194,0.19290893,-0.20901513,0.07250074,-0.07292598,-0.08858013,-0.37181196,0.07452422,-0.04397484,-0.08753471,0.09626487,0.051842876,-0.10052468,-0.33720288,-0.27808902,0.13703255,0.023827465,-0.29130572,-0.11128157,0.11596569,-0.13127705,0,0,0,Peripheral,0.12239801388533164
