incident_id,person_id,date,crime_type,modus_operandi,severity,location,persons_involved,description
54,60,2021-08-09,Intimidation,Peripheral,Severe,City_4,60;276,Intimidation operation led by Peripheral
55,59,2020-02-07,Extortion,Broker,Medium,City_4,59;87;179;112;385,Extortion operation led by Broker
56,123,2021-12-12,Drug Trafficking,Enabler,High,City_3,123;221;26;206;384,Drug Trafficking operation led by Enabler
57,313,2024-12-11,Illegal Contracts,Broker,Medium,City_1,313;371;31;127;67,Illegal Contracts operation led by Broker
58,156,2024-02-08,Illegal Contracts,Broker,High,City_5,156;313;294;196;326,Illegal Contracts operation led by Broker
59,135,2023-10-15,Weapons Supply,Enabler,Medium,City_3,135;18,Weapons Supply operation led by Enabler
60,196,2023-08-02,Intimidation,Peripheral,Low,City_4,196;223,Intimidation operation led by Peripheral
61,86,2023-08-11,Coordination,Broker,High,City_10,86;160;34;80;213,Coordination operation led by Broker
62,32,2020-04-18,Intimidation,Peripheral,Medium,City_2,32;24;199;196,Intimidation operation led by Peripheral
63,81,2022-05-25,Strategic Planning,Coordinator,Low,City_6,81;140;132;287,Strategic Planning operation led by Coordinator
64,65,2021-07-26,Coordination,Broker,Low,City_1,65;102;22,Coordination operation led by Broker
65,152,2020-12-08,Territory Control,Coordinator,Medium,City_4,152;16,Territory Control operation led by Coordinator
66,131,2022-06-14,Document Forgery,Enabler,Medium,City_5,131;353;378;398,Document Forgery operation led by Enabler
67,385,2023-11-05,Collection,Peripheral,Low,City_10,385;246;165,Collection operation led by Peripheral
68,255,2020-05-18,Collection,Peripheral,Medium,City_9,255;249,Collection operation led by Peripheral
69,242,2020-08-15,Extortion,Broker,High,City_6,242;346;222,Extortion operation led by Broker
70,139,2024-02-12,Extortion,Broker,Medium,City_5,139;316;10,Extortion operation led by Broker
71,258,2022-09-26,Logistics,Enabler,Severe,City_7,258;142;34,Logistics operation led by Enabler
72,110,2024-09-28,Coordination,Broker,Severe,City_6,110;214;387;79;193,Coordination operation led by Broker
73,239,2021-03-17,Illegal Contracts,Broker,Low,City_9,239;142;331;121;241,Illegal Contracts operation led by Broker
74,365,2021-08-28,Document Forgery,Enabler,Medium,City_10,365;300;222;97;59,Document Forgery operation led by Enabler
75,309,2023-11-13,Document Forgery,Enabler,Low,City_8,309;161;209,Document Forgery operation led by Enabler
76,396,2021-05-09,Illegal Contracts,Broker,Low,City_6,396;314;168;89;112,Illegal Contracts operation led by Broker
77,182,2021-12-17,Logistics,Enabler,Severe,City_4,182;58;380;24,Logistics operation led by Enabler
78,335,2020-07-10,Collection,Peripheral,Low,City_5,335;270;87;183,Collection operation led by Peripheral
79,198,2023-03-18,Robbery,Peripheral,Low,City_8,198;354;261,Robbery operation led by Peripheral
80,94,2023-10-28,Intimidation,Peripheral,Low,City_4,94;48,Intimidation operation led by Peripheral
81,1,2024-08-03,Extortion,Broker,Severe,City_10,1;297;6,Extortion operation led by Broker
82,139,2022-10-13,Illegal Contracts,Broker,High,City_5,139;130;280,Illegal Contracts operation led by Broker
83,112,2020-07-18,Document Forgery,Enabler,Low,City_7,112;14;121;84;106,Document Forgery operation led by Enabler
84,122,2024-01-10,Arson,Peripheral,High,City_1,122;80;262;240;283,Arson operation led by Peripheral
85,364,2021-03-15,Logistics,Enabler,Medium,City_1,364;118;163;350,Logistics operation led by Enabler
86,319,2023-06-21,Drug Trafficking,Enabler,Low,City_5,319;271,Drug Trafficking operation led by Enabler
87,189,2024-07-27,Corruption,Coordinator,Severe,City_3,189;148,Corruption operation led by Coordinator
88,355,2021-04-09,Arson,Peripheral,Medium,City_1,355;344;213;123,Arson operation led by Peripheral
89,382,2024-06-19,Arson,Peripheral,Medium,City_8,382;87,Arson operation led by Peripheral
90,84,2020-04-13,Document Forgery,Enabler,High,City_3,84;304;260;309;339,Document Forgery operation led by Enabler
91,154,2022-09-17,Intimidation,Peripheral,High,City_10,154;244;329;45;232,Intimidation operation led by Peripheral
92,112,2020-10-15,Drug Trafficking,Enabler,Medium,City_10,112;84;383,Drug Trafficking operation led by Enabler
93,234,2021-06-08,Weapons Supply,Enabler,High,City_9,234;230;104;223,Weapons Supply operation led by Enabler
94,35,2024-09-13,Collection,Peripheral,Medium,City_7,35;397;286;109,Collection operation led by Peripheral
95,348,2024-06-04,Money Laundering,Coordinator,High,City_10,348;9;347;173;117,Money Laundering operation led by Coordinator
96,184,2022-11-09,Drug Trafficking,Enabler,Severe,City_8,184;328;23,Drug Trafficking operation led by Enabler
97,9,2023-03-01,Illegal Contracts,Broker,Medium,City_1,9;98,Illegal Contracts operation led by Broker
98,254,2021-06-18,Collection,Peripheral,Medium,City_8,254;373;354,Collection operation led by Peripheral
99,318,2022-01-29,Intimidation,Peripheral,Medium,City_8,318;270;120;46;331,Intimidation operation led by Peripheral
100,248,2022-07-20,Territory Control,Coordinator,Severe,City_9,248;46;219;280;296,Territory Control operation led by Coordinator
101,242,2022-10-16,Resource Distribution,Broker,Medium,City_2,242;34;374;340;32,Resource Distribution operation led by Broker
102,162,2021-10-07,Weapons Supply,Enabler,High,City_7,162;165;339,Weapons Supply operation led by Enabler
103,116,2021-04-21,Corruption,Coordinator,Low,City_3,116;239;333;153;368,Corruption operation led by Coordinator
104,314,2021-10-06,Logistics,Enabler,Low,City_9,314;117,Logistics operation led by Enabler
105,363,2021-03-23,Document Forgery,Enabler,High,City_9,363;18;146,Document Forgery operation led by Enabler
106,338,2020-08-27,Drug Trafficking,Enabler,Low,City_9,338;291,Drug Trafficking operation led by Enabler
107,106,2023-08-07,Collection,Peripheral,High,City_3,106;330;223;222,Collection operation led by Peripheral
108,256,2020-11-13,Drug Trafficking,Enabler,Medium,City_7,256;349,Drug Trafficking operation led by Enabler
109,193,2022-06-09,Logistics,Enabler,Low,City_1,193;88;316;339;298,Logistics operation led by Enabler
110,280,2021-06-20,Logistics,Enabler,Medium,City_8,280;272;313;59,Logistics operation led by Enabler
111,120,2021-03-02,Robbery,Peripheral,High,City_3,120;17,Robbery operation led by Peripheral
112,273,2024-02-13,Logistics,Enabler,Medium,City_5,273;16;138;250;309,Logistics operation led by Enabler
113,81,2023-08-14,Money Laundering,Coordinator,Severe,City_3,81;77;93;59;27,Money Laundering operation led by Coordinator
114,290,2021-01-18,Corruption,Coordinator,High,City_3,290;2;158;197;263,Corruption operation led by Coordinator
115,265,2023-07-23,Logistics,Enabler,Medium,City_3,265;223;110;161,Logistics operation led by Enabler
116,20,2023-10-13,Document Forgery,Enabler,Medium,City_6,20;78;92;376,Document Forgery operation led by Enabler
117,321,2021-10-29,Arson,Peripheral,Low,City_1,321;388;45,Arson operation led by Peripheral
118,113,2022-04-08,Arson,Peripheral,High,City_9,113;145,Arson operation led by Peripheral
119,189,2023-12-06,Corruption,Coordinator,Severe,City_3,189;162;52;123;139,Corruption operation led by Coordinator
120,228,2021-08-29,Drug Trafficking,Enabler,Severe,City_7,228;352,Drug Trafficking operation led by Enabler
121,381,2020-09-04,Document Forgery,Enabler,Low,City_7,381;304;72;56;242,Document Forgery operation led by Enabler
122,14,2021-05-02,Illegal Contracts,Broker,High,City_3,14;333;10;379;220,Illegal Contracts operation led by Broker
123,223,2020-01-03,Arson,Peripheral,Low,City_7,223;18;157;87;260,Arson operation led by Peripheral
124,334,2021-04-30,Weapons Supply,Enabler,Medium,City_9,334;320;264;124;213,Weapons Supply operation led by Enabler
125,117,2020-05-29,Document Forgery,Enabler,Medium,City_10,117;261;170;218;103,Document Forgery operation led by Enabler
126,50,2024-08-02,Territory Control,Coordinator,Medium,City_6,50;367;44;85;307,Territory Control operation led by Coordinator
127,105,2022-11-27,Collection,Peripheral,Severe,City_10,105;347,Collection operation led by Peripheral
128,134,2023-06-03,Arson,Peripheral,Medium,City_9,134;295;250;283;143,Arson operation led by Peripheral
129,367,2021-09-15,Document Forgery,Enabler,Low,City_3,367;25;120;104;219,Document Forgery operation led by Enabler
130,148,2024-01-28,Illegal Contracts,Broker,Medium,City_10,148;378;251;122,Illegal Contracts operation led by Broker
131,147,2023-08-28,Document Forgery,Enabler,Medium,City_4,147;229,Document Forgery operation led by Enabler
132,86,2022-02-24,Coordination,Broker,Medium,City_3,86;211;349;290,Coordination operation led by Broker
133,239,2020-06-22,Extortion,Broker,High,City_9,239;366;270;142,Extortion operation led by Broker
134,162,2022-08-26,Drug Trafficking,Enabler,Severe,City_7,162;80;1;202;37,Drug Trafficking operation led by Enabler
135,150,2024-05-10,Intimidation,Peripheral,Low,City_3,150;38;199;332,Intimidation operation led by Peripheral
136,170,2020-08-21,Intimidation,Peripheral,Low,City_4,170;361;79,Intimidation operation led by Peripheral
137,79,2022-01-15,Weapons Supply,Enabler,Medium,City_9,79;31;45;12,Weapons Supply operation led by Enabler
138,60,2021-08-30,Collection,Peripheral,Medium,City_4,60;114;46;150,Collection operation led by Peripheral
139,79,2022-01-27,Logistics,Enabler,High,City_5,79;29;6;210;58,Logistics operation led by Enabler
140,383,2024-05-12,Document Forgery,Enabler,Medium,City_7,383;147,Document Forgery operation led by Enabler
141,361,2020-10-27,Intimidation,Peripheral,Low,City_9,361;20;377;118,Intimidation operation led by Peripheral
142,152,2024-09-01,Corruption,Coordinator,Low,City_10,152;93;338;84,Corruption operation led by Coordinator
143,69,2024-04-26,Money Laundering,Coordinator,High,City_10,69;389;210;101;365,Money Laundering operation led by Coordinator
144,263,2024-06-21,Strategic Planning,Coordinator,Severe,City_10,263;72;333;20,Strategic Planning operation led by Coordinator
145,151,2021-02-25,Illegal Contracts,Broker,Low,City_2,151;264;124,Illegal Contracts operation led by Broker
146,152,2024-08-06,Corruption,Coordinator,Low,City_10,152;140;79,Corruption operation led by Coordinator
147,300,2021-02-06,Illegal Contracts,Broker,High,City_8,300;167;216;302,Illegal Contracts operation led by Broker
148,37,2022-12-17,Weapons Supply,Enabler,Severe,City_7,37;369;177,Weapons Supply operation led by Enabler
149,4,2023-12-21,Document Forgery,Enabler,Medium,City_3,4;230;322,Document Forgery operation led by Enabler
150,230,2020-08-17,Collection,Peripheral,Low,City_3,230;113,Collection operation led by Peripheral
151,9,2023-12-25,Coordination,Broker,High,City_10,9;57,Coordination operation led by Broker
152,55,2024-02-28,Arson,Peripheral,Severe,City_6,55;118;316;159;340,Arson operation led by Peripheral
153,231,2022-11-07,Intimidation,Peripheral,High,City_5,231;77;213;206;126,Intimidation operation led by Peripheral
154,344,2024-10-09,Intimidation,Peripheral,Medium,City_8,344;38;345;102,Intimidation operation led by Peripheral
155,162,2022-01-18,Weapons Supply,Enabler,Medium,City_2,162;15;241;329;198,Weapons Supply operation led by Enabler
156,154,2021-12-05,Arson,Peripheral,High,City_4,154;347;268;358;102,Arson operation led by Peripheral
157,72,2020-04-03,Resource Distribution,Broker,Medium,City_10,72;121;291;135,Resource Distribution operation led by Broker
158,252,2024-05-13,Extortion,Broker,Medium,City_2,252;300;106;395,Extortion operation led by Broker
159,328,2023-08-12,Coordination,Broker,Severe,City_8,328;277,Coordination operation led by Broker
160,346,2023-10-06,Resource Distribution,Broker,Severe,City_6,346;236;289;99,Resource Distribution operation led by Broker
161,128,2021-07-25,Collection,Peripheral,Low,City_1,128;388;352,Collection operation led by Peripheral
162,248,2020-04-21,Strategic Planning,Coordinator,Medium,City_7,248;298;104,Strategic Planning operation led by Coordinator
163,152,2023-03-10,Corruption,Coordinator,Low,City_6,152;283,Corruption operation led by Coordinator
164,334,2022-09-26,Logistics,Enabler,Severe,City_6,334;173;62;169;257,Logistics operation led by Enabler
165,14,2020-07-15,Resource Distribution,Broker,High,City_5,14;384;343;311,Resource Distribution operation led by Broker
166,72,2022-04-27,Extortion,Broker,Severe,City_7,72;342;114,Extortion operation led by Broker
167,164,2021-08-02,Collection,Peripheral,Low,City_3,164;43;68;394,Collection operation led by Peripheral
168,348,2020-07-17,Strategic Planning,Coordinator,Severe,City_6,348;378;79;368,Strategic Planning operation led by Coordinator
169,85,2020-03-25,Strategic Planning,Coordinator,High,City_9,85;189;4;217;396,Strategic Planning operation led by Coordinator
170,294,2023-06-11,Corruption,Coordinator,Low,City_7,294;220,Corruption operation led by Coordinator
171,82,2023-04-06,Logistics,Enabler,Medium,City_9,82;139,Logistics operation led by Enabler
172,300,2022-12-28,Extortion,Broker,Low,City_4,300;13;150;345,Extortion operation led by Broker
173,303,2022-01-14,Intimidation,Peripheral,High,City_10,303;318;8;167;142,Intimidation operation led by Peripheral
174,111,2023-01-09,Intimidation,Peripheral,Medium,City_8,111;323,Intimidation operation led by Peripheral
175,58,2024-12-23,Collection,Peripheral,High,City_5,58;121,Collection operation led by Peripheral
176,311,2023-03-28,Robbery,Peripheral,Low,City_7,311;182;214;314;345,Robbery operation led by Peripheral
177,300,2024-01-03,Extortion,Broker,Medium,City_9,300;41;293;159;40,Extortion operation led by Broker
178,388,2023-10-21,Robbery,Peripheral,Severe,City_6,388;266,Robbery operation led by Peripheral
179,2,2023-05-22,Corruption,Coordinator,Low,City_10,2;153;213;239;300,Corruption operation led by Coordinator
180,378,2022-10-03,Document Forgery,Enabler,High,City_7,378;241;110,Document Forgery operation led by Enabler
181,3,2024-08-07,Money Laundering,Coordinator,High,City_6,3;1,Money Laundering operation led by Coordinator
182,110,2021-03-06,Extortion,Broker,Severe,City_9,110;14;296;57;199,Extortion operation led by Broker
183,247,2024-09-15,Drug Trafficking,Enabler,High,City_1,247;385,Drug Trafficking operation led by Enabler
184,3,2024-01-10,Money Laundering,Coordinator,Severe,City_3,3;347,Money Laundering operation led by Coordinator
185,77,2020-07-30,Drug Trafficking,Enabler,Medium,City_7,77;219;317,Drug Trafficking operation led by Enabler
186,34,2023-05-10,Intimidation,Peripheral,Severe,City_6,34;203,Intimidation operation led by Peripheral
187,248,2023-09-04,Territory Control,Coordinator,Medium,City_1,248;83;132;273;239,Territory Control operation led by Coordinator
188,207,2022-10-01,Strategic Planning,Coordinator,Low,City_3,207;314;370;234,Strategic Planning operation led by Coordinator
189,377,2022-02-24,Document Forgery,Enabler,Low,City_6,377;21;67;357;209,Document Forgery operation led by Enabler
190,162,2020-09-19,Logistics,Enabler,Medium,City_10,162;382;90;15,Logistics operation led by Enabler
191,219,2020-11-10,Document Forgery,Enabler,Medium,City_9,219;208;130;210;215,Document Forgery operation led by Enabler
192,217,2021-10-06,Weapons Supply,Enabler,Severe,City_10,217;274;22;165;375,Weapons Supply operation led by Enabler
193,99,2020-03-03,Arson,Peripheral,Medium,City_4,99;200;144;0;106,Arson operation led by Peripheral
194,306,2024-03-21,Intimidation,Peripheral,Medium,City_7,306;147;385;266;223,Intimidation operation led by Peripheral
195,216,2020-04-26,Collection,Peripheral,Medium,City_7,216;321;164,Collection operation led by Peripheral
196,69,2020-08-18,Money Laundering,Coordinator,Severe,City_7,69;220,Money Laundering operation led by Coordinator
197,98,2024-01-26,Arson,Peripheral,High,City_4,98;316;93,Arson operation led by Peripheral
198,336,2024-04-12,Intimidation,Peripheral,High,City_10,336;349,Intimidation operation led by Peripheral
199,207,2021-01-11,Territory Control,Coordinator,Medium,City_1,207;175,Territory Control operation led by Coordinator
200,30,2023-09-08,Resource Distribution,Broker,Medium,City_7,30;15;130;177,Resource Distribution operation led by Broker
201,374,2023-04-17,Corruption,Coordinator,High,City_2,374;80;81;347;346,Corruption operation led by Coordinator
202,33,2022-07-09,Illegal Contracts,Broker,Medium,City_2,33;42,Illegal Contracts operation led by Broker
203,321,2021-02-21,Collection,Peripheral,Low,City_3,321;198;93,Collection operation led by Peripheral
204,185,2024-06-16,Coordination,Broker,Low,City_5,185;150;130;114,Coordination operation led by Broker
205,352,2020-03-01,Intimidation,Peripheral,Severe,City_2,352;344;378,Intimidation operation led by Peripheral
206,153,2023-01-30,Coordination,Broker,Severe,City_4,153;279;366;26;205,Coordination operation led by Broker
207,211,2024-02-21,Illegal Contracts,Broker,Low,City_5,211;227;368,Illegal Contracts operation led by Broker
208,117,2020-07-17,Logistics,Enabler,High,City_5,117;301;247;381,Logistics operation led by Enabler
209,369,2024-02-24,Intimidation,Peripheral,Low,City_6,369;57;368;7;19,Intimidation operation led by Peripheral
210,16,2024-11-21,Drug Trafficking,Enabler,Medium,City_3,16;279;120;372,Drug Trafficking operation led by Enabler
211,303,2023-11-21,Intimidation,Peripheral,Low,City_6,303;333,Intimidation operation led by Peripheral
212,207,2023-09-06,Strategic Planning,Coordinator,High,City_9,207;296;383;234;309,Strategic Planning operation led by Coordinator
213,29,2022-05-30,Arson,Peripheral,Medium,City_6,29;266,Arson operation led by Peripheral
214,36,2024-07-30,Document Forgery,Enabler,Medium,City_3,36;84;227;397,Document Forgery operation led by Enabler
215,370,2022-05-28,Extortion,Broker,High,City_6,370;266;249;237;56,Extortion operation led by Broker
216,344,2023-04-09,Robbery,Peripheral,Medium,City_10,344;184;323;13,Robbery operation led by Peripheral
217,14,2022-05-20,Coordination,Broker,High,City_4,14;340;206,Coordination operation led by Broker
218,287,2024-02-16,Logistics,Enabler,Medium,City_6,287;38;286;111,Logistics operation led by Enabler
219,104,2024-06-07,Drug Trafficking,Enabler,Medium,City_6,104;311;111;365;148,Drug Trafficking operation led by Enabler
220,320,2021-01-03,Collection,Peripheral,Medium,City_7,320;340;255;154,Collection operation led by Peripheral
221,168,2020-11-12,Robbery,Peripheral,Severe,City_1,168;167;42;387,Robbery operation led by Peripheral
222,2,2020-02-21,Strategic Planning,Coordinator,Severe,City_4,2;347,Strategic Planning operation led by Coordinator
223,62,2023-01-23,Intimidation,Peripheral,High,City_6,62;260;166;138,Intimidation operation led by Peripheral
224,247,2022-07-05,Weapons Supply,Enabler,Medium,City_9,247;287,Weapons Supply operation led by Enabler
225,20,2023-04-04,Logistics,Enabler,Medium,City_1,20;147;198;367,Logistics operation led by Enabler
226,161,2023-10-10,Extortion,Broker,Medium,City_8,161;171;239,Extortion operation led by Broker
227,257,2020-07-19,Robbery,Peripheral,Low,City_9,257;94,Robbery operation led by Peripheral
228,116,2023-07-07,Territory Control,Coordinator,High,City_4,116;52;135;27;334,Territory Control operation led by Coordinator
229,338,2021-11-28,Document Forgery,Enabler,Low,City_5,338;395;250,Document Forgery operation led by Enabler
230,369,2024-02-19,Collection,Peripheral,Low,City_6,369;5;291;228,Collection operation led by Peripheral
231,188,2020-11-03,Strategic Planning,Coordinator,Medium,City_7,188;151;287,Strategic Planning operation led by Coordinator
232,385,2022-10-15,Intimidation,Peripheral,Low,City_6,385;144;32;382;235,Intimidation operation led by Peripheral
233,228,2020-01-27,Drug Trafficking,Enabler,Medium,City_1,228;27;315;329;281,Drug Trafficking operation led by Enabler
234,146,2021-12-23,Logistics,Enabler,High,City_1,146;131;309;171;367,Logistics operation led by Enabler
235,111,2020-03-27,Collection,Peripheral,Low,City_2,111;48;297;154,Collection operation led by Peripheral
236,131,2020-10-22,Logistics,Enabler,High,City_10,131;338;264;63,Logistics operation led by Enabler
237,38,2020-10-28,Robbery,Peripheral,Low,City_10,38;77,Robbery operation led by Peripheral
238,140,2022-03-01,Logistics,Enabler,Medium,City_2,140;323,Logistics operation led by Enabler
239,186,2021-08-16,Drug Trafficking,Enabler,High,City_8,186;30;327;6,Drug Trafficking operation led by Enabler
240,220,2022-11-30,Weapons Supply,Enabler,Medium,City_5,220;336,Weapons Supply operation led by Enabler
241,36,2020-07-25,Drug Trafficking,Enabler,Low,City_3,36;45,Drug Trafficking operation led by Enabler
242,132,2024-05-02,Resource Distribution,Broker,High,City_1,132;239;231;343;253,Resource Distribution operation led by Broker
243,173,2023-06-15,Extortion,Broker,Severe,City_2,173;254;88;82;315,Extortion operation led by Broker
244,165,2021-02-09,Robbery,Peripheral,High,City_5,165;98;261;206;254,Robbery operation led by Peripheral
245,173,2024-07-04,Extortion,Broker,Severe,City_3,173;357,Extortion operation led by Broker
246,247,2024-07-20,Weapons Supply,Enabler,High,City_5,247;342;92,Weapons Supply operation led by Enabler
247,169,2020-11-13,Extortion,Broker,Medium,City_4,169;275,Extortion operation led by Broker
248,295,2024-12-07,Weapons Supply,Enabler,Low,City_5,295;270;20,Weapons Supply operation led by Enabler
249,241,2021-03-06,Arson,Peripheral,Severe,City_6,241;311,Arson operation led by Peripheral
250,363,2021-10-24,Document Forgery,Enabler,Medium,City_4,363;27;153,Document Forgery operation led by Enabler
251,166,2020-12-31,Weapons Supply,Enabler,Medium,City_8,166;391;17;57;89,Weapons Supply operation led by Enabler
252,217,2024-05-05,Document Forgery,Enabler,Medium,City_9,217;352,Document Forgery operation led by Enabler
253,359,2022-02-25,Illegal Contracts,Broker,Severe,City_9,359;211;231;365;40,Illegal Contracts operation led by Broker
254,309,2020-10-11,Document Forgery,Enabler,Low,City_10,309;225,Document Forgery operation led by Enabler
255,307,2022-06-19,Money Laundering,Coordinator,High,City_9,307;131;69;191;117,Money Laundering operation led by Coordinator
256,191,2021-07-10,Drug Trafficking,Enabler,Low,City_9,191;104;262,Drug Trafficking operation led by Enabler
257,73,2024-07-02,Money Laundering,Coordinator,High,City_5,73;81;131;207,Money Laundering operation led by Coordinator
258,36,2024-09-29,Document Forgery,Enabler,Medium,City_3,36;65;56;5;295,Document Forgery operation led by Enabler
259,177,2023-03-24,Arson,Peripheral,High,City_5,177;243,Arson operation led by Peripheral
260,113,2020-07-05,Arson,Peripheral,Medium,City_10,113;17;200;310,Arson operation led by Peripheral
261,131,2023-08-31,Document Forgery,Enabler,Medium,City_1,131;163;184;316,Document Forgery operation led by Enabler
262,61,2021-02-13,Corruption,Coordinator,Low,City_9,61;359,Corruption operation led by Coordinator
263,305,2023-06-29,Coordination,Broker,High,City_7,305;382;166;84;135,Coordination operation led by Broker
264,97,2022-03-30,Extortion,Broker,Severe,City_8,97;20;147;156;287,Extortion operation led by Broker
265,367,2021-02-02,Drug Trafficking,Enabler,Low,City_3,367;37;12,Drug Trafficking operation led by Enabler
266,157,2021-07-27,Intimidation,Peripheral,Medium,City_4,157;106;112;196,Intimidation operation led by Peripheral
267,207,2024-01-17,Strategic Planning,Coordinator,High,City_1,207;112;46,Strategic Planning operation led by Coordinator
268,286,2022-06-28,Document Forgery,Enabler,Severe,City_6,286;54;105;239,Document Forgery operation led by Enabler
