from_id,to_id,weight,relation_type
9,123,5,coordination
10,80,2,operational
11,20,4,operational
11,131,3,operational
11,78,1,operational
12,50,11,hierarchical
12,61,8,hierarchical
12,66,9,hierarchical
12,69,11,hierarchical
12,73,13,hierarchical
12,81,9,hierarchical
12,85,10,hierarchical
12,116,14,hierarchical
12,131,7,coordination
12,44,5,coordination
12,79,7,coordination
13,80,3,operational
13,104,4,operational
14,50,13,hierarchical
14,61,14,hierarchical
14,66,12,hierarchical
14,69,10,hierarchical
14,73,11,hierarchical
14,81,13,hierarchical
14,85,13,hierarchical
14,116,14,hierarchical
14,101,8,coordination
14,117,7,coordination
14,108,6,coordination
15,50,14,hierarchical
15,61,13,hierarchical
15,66,13,hierarchical
15,69,11,hierarchical
15,73,13,hierarchical
15,81,14,hierarchical
15,85,9,hierarchical
15,116,14,hierarchical
15,79,7,coordination
15,16,8,coordination
15,93,5,coordination
15,77,6,coordination
15,242,4,coordination
16,73,7,hierarchical
16,52,7,coordination
16,65,6,coordination
16,100,5,coordination
16,110,6,coordination
16,132,8,coordination
16,51,2,operational
16,125,3,operational
16,111,3,operational
16,42,2,operational
17,126,1,operational
19,50,7,hierarchical
19,61,5,hierarchical
19,81,8,hierarchical
19,31,6,coordination
19,129,4,operational
19,90,3,operational
19,54,3,operational
19,21,3,operational
19,63,4,operational
20,81,7,hierarchical
20,85,7,hierarchical
20,64,4,coordination
20,95,3,operational
20,29,3,operational
20,94,3,operational
20,115,4,operational
21,108,3,operational
22,84,3,operational
23,83,3,operational
23,131,3,operational
24,131,3,operational
25,108,3,operational
27,50,9,hierarchical
27,41,6,coordination
27,72,8,coordination
27,86,6,coordination
27,42,2,operational
27,48,2,operational
28,108,3,operational
29,37,2,operational
29,46,2,operational
30,50,11,hierarchical
30,61,13,hierarchical
30,66,9,hierarchical
30,69,9,hierarchical
30,73,13,hierarchical
30,81,10,hierarchical
30,85,10,hierarchical
30,116,11,hierarchical
30,84,4,coordination
30,44,4,coordination
30,112,7,coordination
31,50,9,hierarchical
31,61,12,hierarchical
31,66,12,hierarchical
31,69,9,hierarchical
31,73,12,hierarchical
31,81,14,hierarchical
31,85,8,hierarchical
31,116,8,hierarchical
31,83,8,coordination
31,46,4,coordination
31,79,7,coordination
32,54,1,operational
33,50,11,hierarchical
33,61,12,hierarchical
33,66,11,hierarchical
33,69,12,hierarchical
33,73,10,hierarchical
33,81,14,hierarchical
33,85,12,hierarchical
33,44,4,coordination
33,131,8,coordination
34,83,3,operational
36,50,5,hierarchical
36,66,6,hierarchical
36,116,9,hierarchical
36,113,4,operational
36,68,2,operational
36,109,2,operational
37,66,6,hierarchical
37,85,9,hierarchical
37,72,8,coordination
37,99,4,operational
37,71,2,operational
37,128,4,operational
39,54,2,operational
40,44,2,operational
41,50,14,hierarchical
41,61,9,hierarchical
41,66,10,hierarchical
41,69,9,hierarchical
41,73,8,hierarchical
41,81,13,hierarchical
41,85,10,hierarchical
41,116,11,hierarchical
41,84,4,coordination
41,82,7,coordination
42,112,3,operational
43,91,3,operational
44,116,9,hierarchical
44,129,3,operational
44,63,4,operational
45,118,2,operational
46,50,8,hierarchical
46,66,5,hierarchical
46,52,4,coordination
46,110,4,coordination
46,94,4,operational
46,49,3,operational
46,122,2,operational
47,83,2,operational
50,52,11,hierarchical
50,59,14,hierarchical
50,64,13,hierarchical
50,65,8,hierarchical
50,72,13,hierarchical
50,86,10,hierarchical
50,97,10,hierarchical
50,100,12,hierarchical
50,110,14,hierarchical
50,132,9,hierarchical
50,112,6,hierarchical
50,233,13,hierarchical
50,263,10,hierarchical
50,267,14,hierarchical
52,61,12,hierarchical
52,66,12,hierarchical
52,69,12,hierarchical
52,73,12,hierarchical
52,81,10,hierarchical
52,85,13,hierarchical
52,116,14,hierarchical
52,77,4,coordination
52,112,8,coordination
53,83,3,operational
53,112,2,operational
53,106,1,operational
54,123,2,operational
55,117,3,operational
59,61,11,hierarchical
59,66,10,hierarchical
59,69,9,hierarchical
59,73,12,hierarchical
59,81,12,hierarchical
59,85,13,hierarchical
59,116,8,hierarchical
59,84,8,coordination
59,108,4,coordination
59,80,5,coordination
59,313,4,coordination
60,131,4,operational
61,64,10,hierarchical
61,65,10,hierarchical
61,72,8,hierarchical
61,86,9,hierarchical
61,97,14,hierarchical
61,100,14,hierarchical
61,110,9,hierarchical
61,132,11,hierarchical
61,77,5,hierarchical
61,123,9,hierarchical
61,104,7,hierarchical
61,389,14,hierarchical
61,158,12,hierarchical
61,290,14,hierarchical
64,66,9,hierarchical
64,69,13,hierarchical
64,73,10,hierarchical
64,81,10,hierarchical
64,85,14,hierarchical
64,116,14,hierarchical
64,104,8,coordination
64,112,5,coordination
64,93,6,coordination
65,66,8,hierarchical
65,69,14,hierarchical
65,73,9,hierarchical
65,81,11,hierarchical
65,85,9,hierarchical
65,116,11,hierarchical
65,104,8,coordination
66,72,14,hierarchical
66,86,11,hierarchical
66,97,14,hierarchical
66,100,13,hierarchical
66,110,9,hierarchical
66,132,13,hierarchical
66,112,9,hierarchical
66,152,13,hierarchical
66,248,11,hierarchical
66,348,11,hierarchical
67,82,4,operational
68,112,2,operational
69,72,9,hierarchical
69,86,13,hierarchical
69,97,12,hierarchical
69,100,11,hierarchical
69,110,14,hierarchical
69,132,13,hierarchical
69,91,7,hierarchical
69,82,6,hierarchical
69,112,6,hierarchical
69,79,8,hierarchical
69,108,7,hierarchical
69,348,13,hierarchical
69,294,14,hierarchical
69,207,14,hierarchical
69,362,13,hierarchical
71,107,1,operational
72,73,10,hierarchical
72,81,11,hierarchical
72,85,12,hierarchical
72,116,10,hierarchical
72,83,8,coordination
72,108,7,coordination
73,86,11,hierarchical
73,97,8,hierarchical
73,100,11,hierarchical
73,110,11,hierarchical
73,132,14,hierarchical
73,77,6,hierarchical
73,82,9,hierarchical
73,112,6,hierarchical
73,79,6,hierarchical
73,267,11,hierarchical
73,224,14,hierarchical
74,93,2,operational
76,77,3,operational
76,101,2,operational
77,81,9,hierarchical
77,86,7,coordination
77,122,2,operational
77,92,3,operational
77,87,4,operational
78,79,3,operational
79,81,7,hierarchical
79,116,8,hierarchical
79,95,4,operational
79,120,3,operational
80,96,2,operational
80,127,4,operational
81,86,10,hierarchical
81,97,12,hierarchical
81,100,11,hierarchical
81,110,14,hierarchical
81,132,13,hierarchical
81,389,11,hierarchical
81,294,14,hierarchical
81,267,12,hierarchical
82,97,6,coordination
82,105,2,operational
82,90,3,operational
83,100,8,coordination
83,132,7,coordination
83,88,2,operational
84,110,7,coordination
84,94,4,operational
84,88,3,operational
84,89,4,operational
85,86,12,hierarchical
85,97,9,hierarchical
85,100,9,hierarchical
85,110,9,hierarchical
85,132,9,hierarchical
85,112,5,hierarchical
85,108,9,hierarchical
85,93,9,hierarchical
85,399,10,hierarchical
85,158,11,hierarchical
85,189,12,hierarchical
85,307,10,hierarchical
86,116,12,hierarchical
86,91,7,coordination
86,131,8,coordination
91,97,5,coordination
91,115,2,operational
91,128,2,operational
91,107,2,operational
93,116,5,hierarchical
93,109,3,operational
93,114,4,operational
93,98,3,operational
96,112,3,operational
97,116,10,hierarchical
97,104,5,coordination
98,123,3,operational
98,131,3,operational
100,116,14,hierarchical
100,131,5,coordination
101,125,3,operational
101,126,2,operational
101,118,2,operational
104,126,4,operational
104,128,2,operational
104,119,3,operational
108,132,8,coordination
108,111,3,operational
111,123,4,operational
112,121,4,operational
116,132,8,hierarchical
116,117,8,hierarchical
116,158,14,hierarchical
116,294,12,hierarchical
116,233,13,hierarchical
116,188,12,hierarchical
117,121,2,operational
120,123,4,operational
123,126,4,operational
134,228,2,operational
135,188,9,hierarchical
135,224,8,hierarchical
135,263,9,hierarchical
135,175,6,coordination
135,197,7,coordination
135,239,5,coordination
135,254,3,operational
135,206,3,operational
135,202,4,operational
135,264,4,operational
136,158,6,hierarchical
136,253,7,hierarchical
136,169,6,coordination
136,242,6,coordination
136,236,4,operational
136,218,3,operational
136,230,4,operational
136,243,4,operational
136,138,4,operational
137,209,2,operational
138,162,3,operational
138,184,2,operational
138,204,2,operational
138,256,4,operational
138,255,1,operational
139,152,13,hierarchical
139,158,13,hierarchical
139,188,14,hierarchical
139,189,8,hierarchical
139,207,10,hierarchical
139,224,14,hierarchical
139,233,9,hierarchical
139,248,9,hierarchical
139,253,10,hierarchical
139,263,12,hierarchical
139,228,5,coordination
139,213,4,coordination
139,217,7,coordination
139,210,4,coordination
140,253,6,hierarchical
140,263,8,hierarchical
140,148,4,coordination
140,175,8,coordination
140,185,5,coordination
140,243,4,operational
140,141,4,operational
140,202,4,operational
141,144,3,operational
141,209,2,operational
144,158,6,hierarchical
144,153,8,coordination
144,176,6,coordination
144,180,6,coordination
144,236,2,operational
144,218,3,operational
146,156,5,coordination
146,173,4,coordination
146,211,6,coordination
146,221,5,coordination
146,242,4,coordination
146,194,4,operational
146,231,2,operational
146,178,2,operational
146,243,2,operational
147,148,4,coordination
147,176,5,coordination
147,155,2,operational
147,208,3,operational
147,203,4,operational
147,257,4,operational
148,152,14,hierarchical
148,158,11,hierarchical
148,188,12,hierarchical
148,189,8,hierarchical
148,207,11,hierarchical
148,224,8,hierarchical
148,233,12,hierarchical
148,248,8,hierarchical
148,253,11,hierarchical
148,263,11,hierarchical
148,217,7,coordination
149,179,2,operational
149,249,2,operational
149,157,2,operational
150,210,4,operational
150,265,2,operational
150,216,1,operational
151,152,14,hierarchical
151,158,12,hierarchical
151,188,10,hierarchical
151,189,8,hierarchical
151,207,10,hierarchical
151,224,9,hierarchical
151,233,10,hierarchical
151,248,10,hierarchical
151,253,10,hierarchical
151,263,10,hierarchical
151,219,7,coordination
151,213,8,coordination
151,204,6,coordination
152,153,10,hierarchical
152,156,13,hierarchical
152,161,10,hierarchical
152,169,8,hierarchical
152,173,13,hierarchical
152,175,14,hierarchical
152,176,8,hierarchical
152,185,14,hierarchical
152,197,9,hierarchical
152,211,12,hierarchical
152,221,11,hierarchical
152,239,11,hierarchical
152,242,14,hierarchical
152,252,13,hierarchical
152,166,7,hierarchical
152,186,9,hierarchical
152,249,5,hierarchical
152,245,9,hierarchical
152,258,8,hierarchical
152,399,13,hierarchical
153,158,10,hierarchical
153,188,8,hierarchical
153,189,13,hierarchical
153,207,14,hierarchical
153,224,11,hierarchical
153,233,9,hierarchical
153,248,13,hierarchical
153,253,10,hierarchical
153,263,10,hierarchical
153,193,8,coordination
153,250,6,coordination
154,193,3,operational
154,210,2,operational
154,234,3,operational
155,186,4,operational
155,249,3,operational
155,265,4,operational
155,177,1,operational
156,158,14,hierarchical
156,188,8,hierarchical
156,189,8,hierarchical
156,207,8,hierarchical
156,224,14,hierarchical
156,233,9,hierarchical
156,248,9,hierarchical
156,253,12,hierarchical
156,263,13,hierarchical
156,220,7,coordination
156,182,5,coordination
156,166,8,coordination
158,161,10,hierarchical
158,169,8,hierarchical
158,173,10,hierarchical
158,175,12,hierarchical
158,176,11,hierarchical
158,180,9,hierarchical
158,185,8,hierarchical
158,197,10,hierarchical
158,211,8,hierarchical
158,221,8,hierarchical
158,239,9,hierarchical
158,242,9,hierarchical
158,252,9,hierarchical
158,193,7,hierarchical
158,213,6,hierarchical
158,265,7,hierarchical
158,379,11,hierarchical
158,294,11,hierarchical
158,374,14,hierarchical
160,179,2,operational
160,265,4,operational
161,188,10,hierarchical
161,189,13,hierarchical
161,207,12,hierarchical
161,224,11,hierarchical
161,233,10,hierarchical
161,248,9,hierarchical
161,253,14,hierarchical
161,263,10,hierarchical
161,265,7,coordination
161,245,8,coordination
161,219,6,coordination
161,195,6,coordination
162,207,7,hierarchical
162,233,8,hierarchical
162,248,6,hierarchical
162,185,4,coordination
162,196,3,operational
162,198,2,operational
162,167,4,operational
162,172,3,operational
165,166,2,operational
165,184,4,operational
166,197,8,coordination
166,251,2,operational
166,178,4,operational
166,237,4,operational
167,245,4,operational
169,188,8,hierarchical
169,189,13,hierarchical
169,207,13,hierarchical
169,224,8,hierarchical
169,233,14,hierarchical
169,248,12,hierarchical
169,253,12,hierarchical
169,263,12,hierarchical
169,186,8,coordination
170,182,2,operational
171,204,3,operational
171,250,3,operational
172,182,4,operational
173,188,9,hierarchical
173,189,11,hierarchical
173,207,9,hierarchical
173,224,14,hierarchical
173,233,10,hierarchical
173,248,11,hierarchical
173,253,10,hierarchical
173,195,7,coordination
173,228,7,coordination
174,220,2,operational
174,228,4,operational
175,188,12,hierarchical
175,189,12,hierarchical
175,207,12,hierarchical
175,224,10,hierarchical
175,248,8,hierarchical
175,253,13,hierarchical
175,263,8,hierarchical
175,249,7,coordination
176,188,12,hierarchical
176,189,9,hierarchical
176,207,13,hierarchical
176,224,9,hierarchical
176,233,14,hierarchical
176,248,10,hierarchical
176,253,12,hierarchical
176,263,12,hierarchical
176,220,8,coordination
179,207,8,hierarchical
179,248,6,hierarchical
179,246,2,operational
179,240,4,operational
180,188,11,hierarchical
180,189,14,hierarchical
180,207,10,hierarchical
180,224,9,hierarchical
180,233,9,hierarchical
180,248,11,hierarchical
180,253,14,hierarchical
180,263,9,hierarchical
180,204,5,coordination
180,213,4,coordination
180,258,6,coordination
181,209,2,operational
181,258,2,operational
181,206,1,operational
182,233,7,hierarchical
182,263,9,hierarchical
182,206,2,operational
182,260,2,operational
182,235,4,operational
183,258,2,operational
184,187,4,operational
184,260,4,operational
185,188,9,hierarchical
185,189,9,hierarchical
185,207,14,hierarchical
185,224,14,hierarchical
185,233,9,hierarchical
185,248,8,hierarchical
185,253,9,hierarchical
185,263,14,hierarchical
185,210,4,coordination
186,218,2,operational
186,206,4,operational
186,198,2,operational
188,197,14,hierarchical
188,211,10,hierarchical
188,221,14,hierarchical
188,239,9,hierarchical
188,242,11,hierarchical
188,252,12,hierarchical
188,209,9,hierarchical
188,265,6,hierarchical
188,213,5,hierarchical
188,245,8,hierarchical
188,399,14,hierarchical
188,294,10,hierarchical
189,197,11,hierarchical
189,211,12,hierarchical
189,221,9,hierarchical
189,242,8,hierarchical
189,191,6,hierarchical
189,204,6,hierarchical
189,195,6,hierarchical
189,234,9,hierarchical
189,307,12,hierarchical
189,389,13,hierarchical
190,195,3,operational
190,219,3,operational
191,253,7,hierarchical
191,252,5,coordination
191,244,4,operational
191,261,3,operational
191,235,3,operational
192,219,3,operational
193,224,9,hierarchical
193,211,7,coordination
193,208,4,operational
193,259,2,operational
193,225,3,operational
193,238,4,operational
195,227,2,operational
195,215,3,operational
195,196,3,operational
197,207,11,hierarchical
197,224,12,hierarchical
197,233,10,hierarchical
197,248,9,hierarchical
197,253,8,hierarchical
197,209,7,coordination
200,265,4,operational
201,204,3,operational
201,213,4,operational
201,217,3,operational
201,220,3,operational
202,209,3,operational
202,220,3,operational
202,250,4,operational
202,254,2,operational
203,247,4,operational
203,256,4,operational
204,248,9,hierarchical
204,253,9,hierarchical
204,218,3,operational
204,205,3,operational
205,256,2,operational
207,211,14,hierarchical
207,221,13,hierarchical
207,239,14,hierarchical
207,242,12,hierarchical
207,252,12,hierarchical
207,250,9,hierarchical
207,234,9,hierarchical
208,210,2,operational
208,213,3,operational
209,263,9,hierarchical
209,252,4,coordination
209,225,4,operational
210,242,7,coordination
210,261,2,operational
210,231,2,operational
211,224,9,hierarchical
211,233,13,hierarchical
211,248,10,hierarchical
211,253,11,hierarchical
211,263,14,hierarchical
211,217,7,coordination
213,225,2,operational
213,222,4,operational
213,260,4,operational
214,245,4,operational
217,248,7,hierarchical
217,239,4,coordination
217,252,5,coordination
217,231,4,operational
217,240,4,operational
218,234,3,operational
218,231,2,operational
219,248,8,hierarchical
219,226,3,operational
219,232,2,operational
220,222,4,operational
221,224,10,hierarchical
221,233,14,hierarchical
221,248,8,hierarchical
221,253,12,hierarchical
221,263,9,hierarchical
221,250,5,coordination
222,258,2,operational
223,228,4,operational
223,247,3,operational
224,239,13,hierarchical
224,242,14,hierarchical
224,252,11,hierarchical
224,256,6,hierarchical
224,249,7,hierarchical
224,374,10,hierarchical
224,348,11,hierarchical
228,233,7,hierarchical
228,239,5,coordination
228,230,3,operational
229,245,3,operational
233,239,12,hierarchical
233,242,10,hierarchical
233,252,9,hierarchical
233,258,9,hierarchical
233,247,6,hierarchical
233,399,11,hierarchical
233,307,12,hierarchical
234,261,3,operational
235,250,2,operational
235,258,4,operational
237,247,2,operational
237,249,4,operational
237,258,2,operational
239,248,10,hierarchical
239,253,11,hierarchical
239,263,8,hierarchical
239,247,6,coordination
240,245,2,operational
241,251,1,operational
242,248,14,hierarchical
242,253,14,hierarchical
242,263,13,hierarchical
242,265,4,coordination
247,257,2,operational
247,251,3,operational
248,252,11,hierarchical
248,374,11,hierarchical
248,379,14,hierarchical
249,253,5,hierarchical
249,260,4,operational
252,253,14,hierarchical
252,263,10,hierarchical
253,362,11,hierarchical
253,290,12,hierarchical
256,257,2,operational
258,263,8,hierarchical
263,290,12,hierarchical
263,267,13,hierarchical
264,265,4,operational
267,296,13,hierarchical
267,298,14,hierarchical
267,300,11,hierarchical
267,305,9,hierarchical
267,313,10,hierarchical
267,324,13,hierarchical
267,328,12,hierarchical
267,346,9,hierarchical
267,351,9,hierarchical
267,359,14,hierarchical
267,370,9,hierarchical
267,391,11,hierarchical
267,396,10,hierarchical
267,367,6,hierarchical
267,353,8,hierarchical
267,347,7,hierarchical
267,338,6,hierarchical
267,319,6,hierarchical
268,273,4,operational
268,368,3,operational
268,277,1,operational
270,295,4,operational
270,314,4,operational
270,377,4,operational
271,334,2,operational
272,338,3,operational
273,305,7,coordination
273,370,8,coordination
273,391,6,coordination
273,344,4,operational
273,303,3,operational
273,282,4,operational
273,385,3,operational
274,338,4,operational
274,381,2,operational
275,334,3,operational
276,365,4,operational
276,321,2,operational
278,367,3,operational
278,383,4,operational
279,283,4,operational
279,333,2,operational
280,348,6,hierarchical
280,379,8,hierarchical
280,327,4,coordination
280,328,5,coordination
280,346,6,coordination
280,370,5,coordination
280,396,8,coordination
280,373,4,operational
280,330,3,operational
280,341,4,operational
281,334,2,operational
281,329,1,operational
281,366,2,operational
282,353,2,operational
283,307,8,hierarchical
283,348,5,hierarchical
283,389,8,hierarchical
283,399,7,hierarchical
283,300,8,coordination
283,392,2,operational
283,342,3,operational
283,357,3,operational
283,325,2,operational
284,319,3,operational
284,338,2,operational
285,309,4,operational
286,294,6,hierarchical
286,399,8,hierarchical
286,346,5,coordination
286,302,2,operational
286,371,2,operational
286,297,2,operational
287,379,6,hierarchical
287,355,4,operational
287,301,3,operational
287,352,2,operational
288,375,1,operational
289,363,2,operational
290,296,11,hierarchical
290,298,14,hierarchical
290,300,10,hierarchical
290,305,14,hierarchical
290,313,10,hierarchical
290,324,9,hierarchical
290,328,10,hierarchical
290,346,12,hierarchical
290,359,13,hierarchical
290,370,12,hierarchical
290,391,11,hierarchical
290,396,12,hierarchical
290,347,6,hierarchical
290,358,6,hierarchical
290,309,5,hierarchical
290,390,7,hierarchical
290,363,5,hierarchical
291,367,2,operational
292,366,1,operational
294,296,11,hierarchical
294,298,14,hierarchical
294,300,10,hierarchical
294,305,8,hierarchical
294,313,14,hierarchical
294,324,13,hierarchical
294,327,10,hierarchical
294,346,12,hierarchical
294,351,11,hierarchical
294,359,14,hierarchical
294,370,9,hierarchical
294,391,9,hierarchical
294,396,10,hierarchical
294,368,9,hierarchical
294,378,6,hierarchical
294,309,6,hierarchical
294,364,5,hierarchical
295,307,9,hierarchical
295,362,5,hierarchical
295,324,8,coordination
295,385,2,operational
295,331,3,operational
296,307,14,hierarchical
296,348,9,hierarchical
296,362,14,hierarchical
296,374,8,hierarchical
296,379,8,hierarchical
296,389,8,hierarchical
296,399,11,hierarchical
296,381,8,coordination
296,365,4,coordination
296,367,5,coordination
296,309,7,coordination
297,358,4,operational
297,331,2,operational
298,307,14,hierarchical
298,348,8,hierarchical
298,362,12,hierarchical
298,374,13,hierarchical
298,379,12,hierarchical
298,389,8,hierarchical
298,399,8,hierarchical
298,314,7,coordination
298,368,6,coordination
298,309,8,coordination
298,358,4,coordination
299,364,3,operational
300,307,12,hierarchical
300,348,8,hierarchical
300,362,11,hierarchical
300,374,12,hierarchical
300,379,12,hierarchical
300,389,9,hierarchical
300,399,8,hierarchical
300,383,4,coordination
300,347,6,coordination
300,380,5,coordination
301,309,4,operational
303,347,4,operational
304,381,3,operational
305,307,12,hierarchical
305,348,10,hierarchical
305,362,9,hierarchical
305,379,9,hierarchical
305,389,10,hierarchical
305,399,8,hierarchical
305,333,4,coordination
305,334,5,coordination
306,363,4,operational
307,313,10,hierarchical
307,324,10,hierarchical
307,327,11,hierarchical
307,328,10,hierarchical
307,346,9,hierarchical
307,351,14,hierarchical
307,359,10,hierarchical
307,370,12,hierarchical
307,391,9,hierarchical
307,396,9,hierarchical
307,367,5,hierarchical
307,365,9,hierarchical
307,334,5,hierarchical
309,348,8,hierarchical
309,389,8,hierarchical
309,359,4,coordination
309,322,4,operational
309,317,4,operational
309,376,3,operational
310,338,3,operational
311,319,3,operational
311,338,3,operational
311,390,2,operational
312,378,3,operational
313,348,13,hierarchical
313,362,13,hierarchical
313,374,11,hierarchical
313,379,11,hierarchical
313,389,11,hierarchical
313,399,9,hierarchical
313,377,4,coordination
313,314,6,coordination
313,364,4,coordination
314,328,5,coordination
314,329,2,operational
314,369,4,operational
315,378,3,operational
316,353,3,operational
316,377,3,operational
318,319,4,operational
319,362,6,hierarchical
319,336,3,operational
319,360,4,operational
322,358,3,operational
324,348,8,hierarchical
324,362,14,hierarchical
324,374,12,hierarchical
324,379,13,hierarchical
324,389,12,hierarchical
324,399,9,hierarchical
324,347,4,coordination
326,333,4,operational
326,365,2,operational
327,348,14,hierarchical
327,362,11,hierarchical
327,374,11,hierarchical
327,379,8,hierarchical
327,389,9,hierarchical
327,399,14,hierarchical
327,358,6,coordination
327,333,7,coordination
328,348,13,hierarchical
328,362,8,hierarchical
328,374,14,hierarchical
328,379,11,hierarchical
328,389,11,hierarchical
328,399,14,hierarchical
328,365,6,coordination
329,377,3,operational
329,380,3,operational
330,365,3,operational
331,363,4,operational
331,368,3,operational
332,347,4,operational
332,378,3,operational
333,374,9,hierarchical
333,389,8,hierarchical
333,392,3,operational
333,343,4,operational
333,385,4,operational
334,389,6,hierarchical
337,383,3,operational
338,362,5,hierarchical
338,379,8,hierarchical
338,370,7,coordination
338,396,4,coordination
341,364,3,operational
341,372,2,operational
345,364,2,operational
346,348,12,hierarchical
346,362,8,hierarchical
346,374,13,hierarchical
346,379,14,hierarchical
346,389,11,hierarchical
346,399,13,hierarchical
346,367,8,coordination
347,348,7,hierarchical
347,394,3,operational
348,351,8,hierarchical
348,359,13,hierarchical
348,370,14,hierarchical
348,391,13,hierarchical
348,396,14,hierarchical
348,368,9,hierarchical
349,353,4,operational
350,380,3,operational
351,362,8,hierarchical
351,374,9,hierarchical
351,379,11,hierarchical
351,399,8,hierarchical
351,368,7,coordination
351,365,5,coordination
351,378,5,coordination
352,368,3,operational
353,362,8,hierarchical
353,374,9,hierarchical
353,379,9,hierarchical
353,396,5,coordination
353,386,2,operational
358,374,6,hierarchical
358,384,3,operational
359,362,11,hierarchical
359,374,10,hierarchical
359,379,8,hierarchical
359,389,12,hierarchical
359,399,8,hierarchical
359,378,8,coordination
359,380,8,coordination
360,369,1,operational
362,370,9,hierarchical
362,391,14,hierarchical
362,396,8,hierarchical
362,378,7,hierarchical
363,399,8,hierarchical
363,395,3,operational
364,373,3,operational
365,389,6,hierarchical
365,391,7,coordination
365,396,4,coordination
365,397,4,operational
367,379,9,hierarchical
367,370,5,coordination
367,382,3,operational
367,385,3,operational
368,399,6,hierarchical
368,394,3,operational
369,380,2,operational
370,374,14,hierarchical
370,379,8,hierarchical
370,389,9,hierarchical
370,399,11,hierarchical
374,391,10,hierarchical
374,396,14,hierarchical
374,380,5,hierarchical
374,390,5,hierarchical
376,378,3,operational
376,381,4,operational
377,386,3,operational
378,399,7,hierarchical
379,391,12,hierarchical
379,396,10,hierarchical
381,387,3,operational
383,386,4,operational
389,391,10,hierarchical
389,396,13,hierarchical
390,391,4,coordination
391,399,13,hierarchical
396,399,14,hierarchical
233,316,1,noise
98,104,1,noise
120,398,1,noise
154,222,1,noise
41,228,1,noise
164,394,1,noise
49,360,1,noise
329,373,1,noise
261,366,1,noise
110,290,1,noise
130,318,1,noise
123,230,1,noise
192,200,1,noise
