person_id,degree,degree_centrality,betweenness,closeness,eigenvector,clustering_coef,core_number,load_centrality,betweenness_norm,ego_density,ego_nodes,participation_coef,cross_community_edges,within_module_z,incident_count,crime_diversity,avg_severity,coordinator_interactions,broker_interactions,enabler_interactions,peripheral_interactions,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,is_bridge,incident_bridges,constraint,true_role,predicted_role,mo_importance_score
10,1,0.002506265664160401,0.0,0.17691287041132242,0.0004956397553272734,0.0,1,0.0,0.0,1.0,2,0.0,0,-0.7291066625123621,5,4,2.0,0,3,0,2,-0.49327317,-0.253179,-0.67776567,0.29714918,0.12500128,-0.7297759,0.0255746,-0.5685884,-0.27911848,-0.99513745,0.028803354,-0.14549646,-0.18017867,-0.58267856,-0.22760226,-0.39824894,0.17979284,-0.07136299,0.09217568,-0.070336275,-0.21019772,0.25971094,-0.25259504,-0.21732536,-0.19429256,-0.14882901,0.40452343,-0.77999187,-0.20531522,0.2481484,0.08372324,-0.35357478,-0.11115793,-0.29264545,-0.12212258,0.504803,-0.5719632,-0.14103156,0.8927579,0.4075227,0.021963403,0.41837668,0.123436116,-0.22337337,-0.0064187106,0.10474789,-0.4560133,0.02887662,-0.11352767,0.08766589,-0.18640722,0.35029507,0.23854205,-0.09231217,0.57099307,-0.39170402,-0.545757,-0.457749,-0.58711195,0.6213703,0.6095696,1.026814,-0.8210563,0.29901552,1,1,0,Peripheral,Peripheral,0.02001007522671698
11,3,0.007518796992481203,0.00017256437104987333,0.21091690264622595,0.00474890582464726,0.0,2,0.0004614463993596498,13.701783625730993,0.5,4,0.0,0,-0.4634321800078576,8,7,2.625,0,1,2,5,0.40512463,-0.015242442,-0.43670127,-0.10238681,-0.51645714,-0.0959992,-0.15488262,0.05103687,-0.2570143,-0.6258359,1.0312564,-0.044590075,-0.46996906,0.203936,0.19266568,-0.001416481,-0.4266138,-0.47008246,0.31533116,-0.25858754,0.16592415,0.8104678,-0.14522973,-0.046824407,0.04981998,-0.31233564,-0.680375,-0.7242528,0.12863056,0.58752114,0.13978623,-0.2573872,0.6542725,-0.17352727,-0.11548892,0.5010189,-0.25972858,0.005181263,0.20233592,0.0034165047,-0.5646682,-0.09619593,0.19120796,-0.2433907,0.06631626,-0.5366502,-0.065840706,0.14990944,0.46916023,0.09589083,-0.016988073,-0.17062302,-0.37529337,0.47360015,-0.21552308,-0.3204885,0.090058714,0.26099876,-0.09468604,0.23805435,-0.20756158,0.6753836,-0.18839327,0.24168143,0,0,0,Peripheral,Peripheral,0.014412261001638978
12,13,0.03258145363408521,0.0024336392414810977,0.2783307884106152,0.1167235850862521,0.07692307692307693,10,0.0032172347355704607,193.23338941284064,0.2087912087912088,14,0.0,0,0.8649402325146652,11,7,2.727272727272727,1,7,3,0,0.074245736,-0.009527203,-0.28343114,0.00812828,-0.19125949,-0.22705024,-0.11485225,-0.12812763,-0.1608622,-0.16630901,0.34606156,-0.14510448,-0.07945969,0.31067932,0.14914899,-0.15957351,0.102488,-0.23333646,0.19907372,-0.13772556,0.32348624,0.29247385,-0.27668148,-0.19234298,0.049366295,0.11351524,-0.28987822,-0.29665485,-0.019209836,0.22037779,-0.19248252,-0.11102454,0.44691762,-0.20280123,0.03910316,-0.049860187,-0.06765563,-0.17448574,0.4625909,0.18108776,-0.22859389,0.012327003,0.14929706,-0.119642444,0.10854954,0.02039041,0.0999703,0.2443666,0.1445368,0.060427714,-0.081685744,0.090337776,-0.08883428,0.15321413,0.252413,-0.28692064,0.11251296,-0.28185588,0.024431592,0.2977538,-0.05890647,0.1533065,-0.11071999,0.37381896,0,0,0,Broker,Broker,0.9997400250017638
13,3,0.007518796992481203,0.00028209232501369885,0.212573318112034,0.005502734552969333,0.0,2,0.000656160635332812,22.398412698412702,0.5,4,0.0,0,-0.4634321800078576,10,7,1.9,0,1,2,7,-0.6728622,-0.12655665,-0.33804622,0.16719422,0.28226545,-0.62465954,0.15201382,-0.17922527,-0.35386342,-0.78220403,0.03381695,-0.120581456,-0.11952585,-0.4895242,0.009774255,-0.42587766,0.013057822,-0.119109064,-0.019631276,0.122098684,0.00026203776,0.06689558,0.1570999,0.17812152,0.079722725,0.03468788,0.024417972,-0.44502735,-0.17743716,0.14366655,0.0017327544,-0.63337475,0.4560232,-0.08957979,-0.13966905,0.22923477,-0.5287248,-0.16527292,0.9231231,0.31802946,-0.20302,0.311591,0.18942317,0.011116125,0.387243,0.76474416,-0.35329184,-0.0022218467,-0.070088804,-0.031066833,-0.4641054,-0.11214089,0.2201254,-0.22130889,0.11315567,-0.45906273,-0.16784596,-0.56373864,-0.67285603,0.48712596,-0.033095997,0.7866383,-0.6015415,0.10324407,0,0,0,Peripheral,Peripheral,0.014577519226396938
14,13,0.03258145363408521,0.01793589065326772,0.27856949406105314,0.1129182635586905,0.038461538461538464,10,0.01608125877352813,1424.1276537601102,0.17582417582417584,14,0.0,0,0.8649402325146652,18,8,2.9444444444444446,3,13,2,0,0.0941655,-0.037378933,-0.24064165,-0.07495042,-0.024206193,-0.19013633,0.1151515,-0.009828884,0.036195874,-0.40417597,0.38794732,0.18419039,-0.30880168,0.017771985,0.24308719,-0.2566542,0.16631968,-0.10425213,0.15064171,-0.18856718,0.3832483,0.26047662,-0.07233354,-0.033511743,0.17088132,-0.008886876,0.016007666,-0.28287733,0.27580804,0.18083206,0.042259905,-0.14070673,0.592292,-0.025967687,0.17193523,-0.13356099,0.01387579,-0.20938365,0.57933766,0.332328,0.19039123,-0.11207149,0.10629332,-0.10973839,-0.044457853,0.3054194,0.48816726,0.05984083,-0.0006410869,0.044210657,-0.3755655,0.10516362,0.04033571,0.115704544,0.1084514,-0.17877153,-0.01766184,-0.33394957,0.29186627,0.22732519,0.10935665,0.12659617,-0.26313183,-0.07051402,0,0,0,Broker,Peripheral,0.08851300712290452
15,15,0.03759398496240601,0.006757259008372302,0.28693642232790456,0.12796192235319945,0.10476190476190476,10,0.008676129431167875,536.5331225237691,0.21666666666666667,16,0.12888888888888883,1,0.9977774737669175,12,9,2.9166666666666665,5,4,3,0,0.034433205,-0.07199563,-0.05991655,0.011892404,-0.05143597,-0.26181433,-0.12405755,-0.056745075,-0.17509381,-0.31256428,0.27492505,-0.12869528,-0.29767787,0.10557188,0.20211862,-0.0026992743,-0.16058001,-0.26539046,0.1479785,-0.047955934,0.11500937,0.19987409,-0.23750456,-0.33859676,-0.029660204,-0.2253886,-0.14498824,-0.27116078,0.08596438,-0.050689828,-0.18034285,-0.2529496,0.25027123,-0.25899103,0.07119455,-0.23792535,0.046122517,-0.15698063,0.39245877,0.17570841,-0.088097505,0.04427255,0.1552158,-0.058402583,0.18604264,0.16142245,0.1313624,0.19167857,0.24283008,-0.1404611,-0.24855572,0.1448854,-0.11450042,0.16288252,0.4040102,-0.36506352,0.20280318,-0.32381535,0.11145422,0.26488885,0.134873,0.15087864,-0.06445476,0.12329842,0,0,0,Broker,Peripheral,0.09583392764654595
16,11,0.02756892230576441,0.0052184270300650445,0.2523791997476208,0.05608321896849881,0.10909090909090909,7,0.010501270970025569,414.3483246141946,0.25757575757575757,12,0.0,0,0.5992657500101607,14,11,2.357142857142857,3,2,5,4,-0.5891833,-0.28586158,0.027136318,-0.021294639,0.05382438,-0.3095242,-0.19099776,-0.17381649,-0.024989728,-0.35049364,0.32119405,-0.2665663,-0.6870864,0.04603055,0.4630804,-0.0068436614,0.22197966,-0.057102203,0.3898149,-0.19481874,0.31754538,0.3930147,-0.18623063,-0.06726636,0.05626053,-0.13880707,-0.2329392,-0.32744107,0.30198947,0.14810418,-0.120668985,-0.1761493,0.0932941,-0.13238004,0.4367387,-0.016924514,0.09524623,0.10859757,0.6726075,0.0450027,-0.020054154,-0.34509227,-0.19835201,0.29072213,0.32129034,0.18928303,0.30551413,0.27961534,0.4066687,-0.32439047,-0.42550924,0.28348696,0.12185678,0.321298,0.12468138,-0.3301088,-0.18479502,-0.13980931,0.2703444,0.55625194,0.1734342,0.0160977,0.1589905,-0.07568901,1,1,0,Enabler,Enabler,0.4542190555556848
17,1,0.002506265664160401,0.0,0.17077393799957305,0.00031559671488461913,0.0,1,0.0,0.0,1.0,2,0.0,0,-0.7291066625123621,11,7,2.272727272727273,0,1,2,8,-0.80155784,-0.051098306,-0.44542196,0.34383357,0.2933843,-0.39811292,0.39460334,-0.1050299,0.30388904,-0.80951965,0.0167063,-0.14592409,-0.08964633,-0.19194815,0.84253824,-0.698706,-0.41037622,0.23000997,0.21784846,-0.22160695,0.11105106,0.050855692,0.32176757,0.035990138,0.23400472,0.003773993,-0.32133856,-0.38092068,0.45768887,-0.065529846,0.33582142,-0.27551815,0.4610233,0.01796185,0.09149853,-0.05738527,-0.11062671,-0.015650598,0.3611515,0.6352187,-0.31184864,-0.1736946,-0.017733192,-0.36398,-0.04317313,0.60880363,0.63289,0.1796399,0.022986058,-0.34617424,-0.8722332,-0.38002658,-0.39562497,-0.056815833,-0.239561,-0.6749953,0.0024071953,-0.72428757,0.302838,0.7206002,-0.20681743,0.29026717,-0.404201,0.53070533,1,1,0,Peripheral,Peripheral,0.019978050209648407
18,0,0.0,0.0,0.0,7.590317288714358e-60,0.0,0,0.0,0.0,0.0,1,0.0,0,0.0,16,8,2.5,0,5,5,6,0.0154965725,0.01044086,-0.0031365324,-0.002719421,0.00071929395,-0.0149541795,0.014615934,0.009177325,0.008368816,0.013154237,0.0062076375,0.01111199,-0.014666224,-0.0067198146,0.005987022,0.010385167,0.0023594797,0.0043769963,0.013060246,0.0036251806,0.0042428467,-0.010073833,0.007697094,0.000296887,0.009934112,-0.0030547772,-0.0036289748,0.008212224,0.008284047,-0.008325063,0.005857257,-0.0010877997,0.0024276394,0.009531552,-0.015138611,0.014454385,0.0018449891,0.0043835845,-0.011209184,-0.011675958,-0.015288584,0.010234561,0.0073584635,0.009217139,0.0015107375,0.006240843,0.0024391431,-0.014765326,-0.010152636,0.013774164,-0.012421798,0.013678269,-0.009416476,-0.009684425,0.008599522,0.01276271,-0.0044387206,-0.0024014134,0.006489612,-0.013260918,-0.005371237,-0.008326743,-0.010326646,0.0044747405,0,0,0,Peripheral,Peripheral,0.0
19,11,0.02756892230576441,0.010124435192652279,0.2673350041771094,0.05911931082133984,0.14545454545454545,6,0.018392524251629763,803.8902787317837,0.2878787878787879,12,0.0,0,0.5992657500101607,22,9,1.8636363636363635,1,1,14,6,0.09693431,0.122380264,-0.1712572,0.67444175,-0.18285434,-0.071442045,0.052088726,0.1928918,-0.37260854,-0.21856354,0.23143564,0.11237713,0.016689157,0.0681717,0.06867073,-0.45708728,0.18718556,-0.33860987,0.123145744,0.064184375,0.28832197,0.5134079,-0.40666378,-0.23191015,-0.08821242,0.2799555,0.3756474,0.09732,-0.09302478,0.122570746,-0.28599328,-0.50814134,0.41648763,-0.19708806,0.33183143,0.025471754,-0.3338791,-0.34956956,0.39894462,-0.02146839,-0.15215443,-0.06880611,-0.009683646,-0.1282298,0.5373699,-0.083371244,0.5161827,0.13377628,0.49172053,-0.25854805,-0.3806182,-0.2757317,0.08532517,-0.024427019,0.21662216,-0.26383156,-0.13323008,-0.36272407,0.13760494,0.36001298,-0.03187338,0.32387927,-0.18133213,0.3274626,0,0,0,Enabler,Peripheral,0.05822150942025268
20,8,0.020050125313283207,0.010945484736432925,0.2586083041999904,0.030857816240440598,0.07142857142857142,3,0.009756204548611496,869.0824335575106,0.2777777777777778,9,0.0,0,0.20075402625340386,17,10,2.3529411764705883,3,2,7,5,0.6066891,0.03968843,-0.39587268,0.10523852,-0.05863137,0.12945181,-0.21350092,-0.035034277,-0.28317153,-0.7255397,0.98567694,-0.11028984,-0.41370398,0.11607239,0.18733975,-0.3784359,-0.36374238,-0.065808505,0.09376123,-0.29657745,-0.08406415,0.56333226,0.0791779,-0.2172493,0.13725063,-0.46770588,-0.43757722,-0.22324651,0.09523297,0.14154087,0.10551369,-0.3245515,0.5539548,0.04229343,-0.07496718,0.48766878,0.032524377,-0.4224968,0.3424918,0.21240854,-0.28647947,-0.29087195,0.047995005,-0.072528824,0.14243399,-0.09751861,-0.030121526,0.2966927,0.66078466,-0.06533204,0.098207146,-0.044094834,-0.081012055,0.13951202,0.30669793,-0.008392114,-0.07581477,0.07926449,-0.14270267,0.1154151,-0.36253685,0.586285,-0.17601983,0.062048,0,0,0,Enabler,Enabler,0.22291481121714934
21,2,0.005012531328320802,0.00029302737580970856,0.21341132068014979,0.006883959624953345,0.0,2,0.0001660873288749512,23.26666666666667,0.6666666666666666,3,0.0,0,-0.5962694212601098,8,5,1.75,0,0,4,4,0.29761884,0.18918517,-0.34338763,0.5388665,0.058681335,0.3568322,0.32711682,-0.1095806,-0.60749257,-0.41730428,0.31922534,0.3392839,-0.4341878,-0.008275376,0.03395054,-0.24320887,0.136912,-0.4537826,0.20571324,-0.43595985,0.25927854,0.6699614,0.044552658,-0.20254235,-0.024103472,0.55343425,0.61633146,0.28846005,-0.047699895,0.24168222,-0.20712276,-0.34719276,0.2757364,-0.20129594,0.032149337,0.2985481,-0.09767708,-0.40190595,0.6667022,0.1543394,0.41348365,0.02422217,-0.01286391,0.29011258,0.3403612,0.14619282,0.7840474,0.1517582,0.37620506,0.0787408,-0.63401574,-0.0010088673,0.0019178974,0.2354104,-0.03026149,-0.667269,-0.07388912,-0.46796933,-0.24821468,0.5209429,0.14938669,-0.16541119,-0.23691557,0.35544497,0,0,0,Peripheral,Peripheral,0.01269182492140791
22,1,0.002506265664160401,0.0,0.1857129960407021,0.0018283640519732834,0.0,1,0.0,0.0,1.0,2,0.0,0,-0.7291066625123621,7,5,2.142857142857143,0,2,1,4,-0.2880592,-0.26144052,-0.5324077,-0.18894057,-0.08070158,-0.328986,-0.13478242,0.1743268,-0.16825876,-0.27434796,0.65950376,0.42698345,-0.6163371,-0.42109817,0.13609923,-0.05121794,0.25258315,0.14439952,-0.057010897,-0.3910863,0.22201237,0.576313,-0.10639235,-0.47543132,0.5309755,-0.124646045,-0.4589983,-0.21828689,-0.18758523,0.03647819,-0.7842817,0.22892785,0.41925392,-0.0060956962,0.17533997,0.5387988,0.41973865,-0.81073236,0.215265,0.5381872,0.16154933,0.16952701,0.39801857,-0.3960817,0.055919338,-0.5042819,-0.13808177,0.12862684,-0.052155945,-0.545451,0.024782453,0.17893152,0.20324466,0.23537913,0.425639,-0.08179975,-0.5056723,-0.4434569,-0.30691376,0.18594483,-0.29196918,0.8490079,0.3480461,0.020637274,1,1,0,Peripheral,Peripheral,0.02024713253391894
