from_id,to_id,weight,relation_type
61,100,14,original
61,110,9,original
61,132,11,original
61,77,5,original
61,123,9,original
61,104,7,original
61,389,14,original
61,158,12,original
61,290,14,original
64,66,9,original
64,69,13,original
64,73,10,original
64,81,10,original
64,85,14,original
64,116,14,original
64,104,8,original
64,112,5,original
64,93,6,original
65,66,8,original
65,69,14,original
65,73,9,original
65,81,11,original
65,85,9,original
65,116,11,original
65,104,8,original
66,72,14,original
66,86,11,original
66,97,14,original
66,100,13,original
66,110,9,original
66,132,13,original
66,112,9,original
66,152,13,original
66,248,11,original
66,348,11,original
67,82,4,original
68,112,2,original
69,72,9,original
69,86,13,original
69,97,12,original
69,100,11,original
69,110,14,original
69,132,13,original
69,91,7,original
69,82,6,original
69,112,6,original
69,79,8,original
69,108,7,original
69,348,13,original
69,294,14,original
69,207,14,original
69,362,13,original
71,107,1,original
72,73,10,original
72,81,11,original
72,85,12,original
72,116,10,original
72,83,8,original
72,108,7,original
73,86,11,original
73,97,8,original
73,100,11,original
73,110,11,original
73,132,14,original
73,77,6,original
73,82,9,original
73,112,6,original
73,79,6,original
73,267,11,original
73,224,14,original
74,93,2,original
76,77,3,original
76,101,2,original
77,81,9,original
77,86,7,original
77,122,2,original
77,92,3,original
77,87,4,original
78,79,3,original
79,81,7,original
79,116,8,original
79,95,4,original
79,120,3,original
80,96,2,original
80,127,4,original
81,86,10,original
81,97,12,original
81,100,11,original
81,110,14,original
81,132,13,original
81,389,11,original
81,294,14,original
81,267,12,original
82,97,6,original
82,105,2,original
82,90,3,original
83,100,8,original
83,132,7,original
83,88,2,original
84,110,7,original
84,94,4,original
84,88,3,original
84,89,4,original
85,86,12,original
85,97,9,original
85,100,9,original
85,110,9,original
85,132,9,original
85,112,5,original
85,108,9,original
85,93,9,original
85,399,10,original
85,158,11,original
85,189,12,original
85,307,10,original
86,116,12,original
86,91,7,original
86,131,8,original
91,97,5,original
91,115,2,original
91,128,2,original
91,107,2,original
93,116,5,original
93,109,3,original
93,114,4,original
93,98,3,original
96,112,3,original
97,116,10,original
97,104,5,original
98,123,3,original
98,131,3,original
98,104,1,original
100,116,14,original
100,131,5,original
101,125,3,original
101,126,2,original
101,118,2,original
104,126,4,original
104,128,2,original
104,119,3,original
108,132,8,original
108,111,3,original
110,290,1,original
111,123,4,original
112,121,4,original
116,132,8,original
116,117,8,original
116,158,14,original
116,294,12,original
116,233,13,original
116,188,12,original
117,121,2,original
120,123,4,original
120,398,1,original
123,126,4,original
123,230,1,original
130,318,1,original
134,228,2,original
135,188,9,original
135,224,8,original
135,263,9,original
135,175,6,original
135,197,7,original
135,239,5,original
135,254,3,original
135,206,3,original
135,202,4,original
135,264,4,original
136,158,6,original
136,253,7,original
136,169,6,original
136,242,6,original
136,236,4,original
136,218,3,original
136,230,4,original
136,243,4,original
136,138,4,original
137,209,2,original
138,162,3,original
138,184,2,original
138,204,2,original
138,256,4,original
138,255,1,original
139,152,13,original
139,158,13,original
139,188,14,original
139,189,8,original
139,207,10,original
139,224,14,original
139,233,9,original
139,248,9,original
139,253,10,original
139,263,12,original
139,228,5,original
139,213,4,original
139,217,7,original
139,210,4,original
140,253,6,original
140,263,8,original
140,148,4,original
140,175,8,original
140,185,5,original
140,243,4,original
140,141,4,original
140,202,4,original
141,144,3,original
141,209,2,original
144,158,6,original
144,153,8,original
144,176,6,original
144,180,6,original
144,236,2,original
144,218,3,original
146,156,5,original
146,173,4,original
146,211,6,original
146,221,5,original
146,242,4,original
146,194,4,original
146,231,2,original
146,178,2,original
146,243,2,original
147,148,4,original
147,176,5,original
147,155,2,original
147,208,3,original
147,203,4,original
147,257,4,original
148,152,14,original
148,158,11,original
148,188,12,original
148,189,8,original
148,207,11,original
148,224,8,original
148,233,12,original
148,248,8,original
148,253,11,original
148,263,11,original
148,217,7,original
149,179,2,original
149,249,2,original
149,157,2,original
150,210,4,original
150,265,2,original
150,216,1,original
151,152,14,original
151,158,12,original
151,188,10,original
151,189,8,original
151,207,10,original
151,224,9,original
151,233,10,original
151,248,10,original
151,253,10,original
151,263,10,original
151,219,7,original
151,213,8,original
151,204,6,original
152,153,10,original
152,156,13,original
152,161,10,original
152,169,8,original
152,173,13,original
152,175,14,original
152,176,8,original
152,185,14,original
152,197,9,original
152,211,12,original
152,221,11,original
152,239,11,original
152,242,14,original
152,252,13,original
152,166,7,original
152,186,9,original
152,249,5,original
152,245,9,original
152,258,8,original
152,399,13,original
153,158,10,original
153,188,8,original
153,189,13,original
153,207,14,original
153,224,11,original
153,233,9,original
153,248,13,original
153,253,10,original
153,263,10,original
153,193,8,original
153,250,6,original
154,193,3,original
154,210,2,original
154,234,3,original
154,222,1,original
155,186,4,original
155,249,3,original
155,265,4,original
155,177,1,original
156,158,14,original
156,188,8,original
156,189,8,original
156,207,8,original
156,224,14,original
156,233,9,original
156,248,9,original
156,253,12,original
156,263,13,original
156,220,7,original
156,182,5,original
156,166,8,original
158,161,10,original
158,169,8,original
158,173,10,original
158,175,12,original
158,176,11,original
158,180,9,original
158,185,8,original
158,197,10,original
158,211,8,original
158,221,8,original
158,239,9,original
158,242,9,original
158,252,9,original
158,193,7,original
158,213,6,original
158,265,7,original
158,379,11,original
158,294,11,original
158,374,14,original
160,179,2,original
160,265,4,original
161,188,10,original
161,189,13,original
161,207,12,original
161,224,11,original
161,233,10,original
161,248,9,original
161,253,14,original
161,263,10,original
161,265,7,original
161,245,8,original
161,219,6,original
161,195,6,original
162,207,7,original
162,233,8,original
162,248,6,original
162,185,4,original
162,196,3,original
162,198,2,original
162,167,4,original
162,172,3,original
164,394,1,original
165,166,2,original
165,184,4,original
166,197,8,original
166,251,2,original
166,178,4,original
166,237,4,original
167,245,4,original
169,188,8,original
169,189,13,original
169,207,13,original
169,224,8,original
169,233,14,original
169,248,12,original
169,253,12,original
169,263,12,original
169,186,8,original
170,182,2,original
171,204,3,original
171,250,3,original
172,182,4,original
173,188,9,original
173,189,11,original
173,207,9,original
173,224,14,original
173,233,10,original
173,248,11,original
173,253,10,original
173,195,7,original
173,228,7,original
174,220,2,original
174,228,4,original
175,188,12,original
175,189,12,original
175,207,12,original
175,224,10,original
175,248,8,original
175,253,13,original
175,263,8,original
175,249,7,original
176,188,12,original
176,189,9,original
176,207,13,original
176,224,9,original
176,233,14,original
176,248,10,original
176,253,12,original
176,263,12,original
176,220,8,original
179,207,8,original
179,248,6,original
179,246,2,original
179,240,4,original
180,188,11,original
180,189,14,original
180,207,10,original
180,224,9,original
180,233,9,original
180,248,11,original
180,253,14,original
180,263,9,original
180,204,5,original
180,213,4,original
180,258,6,original
181,209,2,original
181,258,2,original
181,206,1,original
182,233,7,original
182,263,9,original
182,206,2,original
182,260,2,original
182,235,4,original
183,258,2,original
184,187,4,original
184,260,4,original
185,188,9,original
185,189,9,original
185,207,14,original
185,224,14,original
185,233,9,original
185,248,8,original
185,253,9,original
185,263,14,original
185,210,4,original
186,218,2,original
186,206,4,original
186,198,2,original
188,197,14,original
188,211,10,original
188,221,14,original
188,239,9,original
188,242,11,original
188,252,12,original
188,209,9,original
188,265,6,original
188,213,5,original
188,245,8,original
188,399,14,original
188,294,10,original
189,197,11,original
189,211,12,original
189,221,9,original
189,242,8,original
189,191,6,original
189,204,6,original
189,195,6,original
189,234,9,original
189,307,12,original
189,389,13,original
190,195,3,original
190,219,3,original
191,253,7,original
191,252,5,original
191,244,4,original
191,261,3,original
191,235,3,original
192,219,3,original
192,200,1,original
193,224,9,original
193,211,7,original
193,208,4,original
193,259,2,original
193,225,3,original
193,238,4,original
195,227,2,original
195,215,3,original
195,196,3,original
197,207,11,original
197,224,12,original
197,233,10,original
197,248,9,original
197,253,8,original
197,209,7,original
200,265,4,original
201,204,3,original
201,213,4,original
201,217,3,original
201,220,3,original
202,209,3,original
202,220,3,original
202,250,4,original
202,254,2,original
203,247,4,original
203,256,4,original
204,248,9,original
204,253,9,original
204,218,3,original
204,205,3,original
205,256,2,original
207,211,14,original
207,221,13,original
207,239,14,original
207,242,12,original
207,252,12,original
207,250,9,original
207,234,9,original
208,210,2,original
208,213,3,original
209,263,9,original
209,252,4,original
209,225,4,original
210,242,7,original
210,261,2,original
210,231,2,original
211,224,9,original
211,233,13,original
211,248,10,original
211,253,11,original
211,263,14,original
211,217,7,original
213,225,2,original
213,222,4,original
213,260,4,original
214,245,4,original
217,248,7,original
217,239,4,original
217,252,5,original
217,231,4,original
217,240,4,original
218,234,3,original
218,231,2,original
219,248,8,original
219,226,3,original
219,232,2,original
220,222,4,original
221,224,10,original
221,233,14,original
221,248,8,original
221,253,12,original
221,263,9,original
221,250,5,original
222,258,2,original
223,228,4,original
223,247,3,original
224,239,13,original
224,242,14,original
224,252,11,original
224,256,6,original
224,249,7,original
224,374,10,original
224,348,11,original
228,233,7,original
228,239,5,original
228,230,3,original
229,245,3,original
233,239,12,original
233,242,10,original
233,252,9,original
233,258,9,original
233,247,6,original
233,399,11,original
233,307,12,original
233,316,1,original
234,261,3,original
235,250,2,original
235,258,4,original
237,247,2,original
237,249,4,original
237,258,2,original
239,248,10,original
239,253,11,original
239,263,8,original
239,247,6,original
240,245,2,original
241,251,1,original
242,248,14,original
242,253,14,original
242,263,13,original
242,265,4,original
247,257,2,original
247,251,3,original
248,252,11,original
248,374,11,original
248,379,14,original
249,253,5,original
249,260,4,original
252,253,14,original
252,263,10,original
253,362,11,original
253,290,12,original
256,257,2,original
258,263,8,original
261,366,1,original
263,290,12,original
263,267,13,original
264,265,4,original
267,296,13,original
267,298,14,original
267,300,11,original
267,305,9,original
267,313,10,original
267,324,13,original
267,328,12,original
267,346,9,original
267,351,9,original
267,359,14,original
267,370,9,original
267,391,11,original
267,396,10,original
267,367,6,original
267,353,8,original
267,347,7,original
267,338,6,original
267,319,6,original
268,273,4,original
268,368,3,original
268,277,1,original
270,295,4,original
270,314,4,original
270,377,4,original
271,334,2,original
272,338,3,original
273,305,7,original
273,370,8,original
273,391,6,original
273,344,4,original
273,303,3,original
273,282,4,original
273,385,3,original
274,338,4,original
274,381,2,original
275,334,3,original
276,365,4,original
276,321,2,original
278,367,3,original
278,383,4,original
279,283,4,original
279,333,2,original
280,348,6,original
280,379,8,original
280,327,4,original
280,328,5,original
280,346,6,original
280,370,5,original
280,396,8,original
280,373,4,original
280,330,3,original
280,341,4,original
281,334,2,original
281,329,1,original
281,366,2,original
282,353,2,original
283,307,8,original
283,348,5,original
283,389,8,original
283,399,7,original
283,300,8,original
283,392,2,original
283,342,3,original
283,357,3,original
283,325,2,original
284,319,3,original
284,338,2,original
285,309,4,original
286,294,6,original
286,399,8,original
286,346,5,original
286,302,2,original
286,371,2,original
286,297,2,original
287,379,6,original
287,355,4,original
287,301,3,original
287,352,2,original
288,375,1,original
289,363,2,original
290,296,11,original
290,298,14,original
290,300,10,original
290,305,14,original
290,313,10,original
290,324,9,original
290,328,10,original
290,346,12,original
290,359,13,original
290,370,12,original
290,391,11,original
290,396,12,original
290,347,6,original
290,358,6,original
290,309,5,original
290,390,7,original
290,363,5,original
291,367,2,original
292,366,1,original
294,296,11,original
294,298,14,original
294,300,10,original
294,305,8,original
294,313,14,original
294,324,13,original
294,327,10,original
294,346,12,original
294,351,11,original
294,359,14,original
294,370,9,original
294,391,9,original
294,396,10,original
294,368,9,original
294,378,6,original
294,309,6,original
294,364,5,original
295,307,9,original
295,362,5,original
295,324,8,original
295,385,2,original
295,331,3,original
296,307,14,original
296,348,9,original
296,362,14,original
296,374,8,original
296,379,8,original
296,389,8,original
296,399,11,original
296,381,8,original
296,365,4,original
296,367,5,original
296,309,7,original
297,358,4,original
297,331,2,original
298,307,14,original
298,348,8,original
298,362,12,original
298,374,13,original
298,379,12,original
298,389,8,original
298,399,8,original
298,314,7,original
298,368,6,original
298,309,8,original
298,358,4,original
299,364,3,original
300,307,12,original
300,348,8,original
300,362,11,original
300,374,12,original
300,379,12,original
300,389,9,original
300,399,8,original
300,383,4,original
300,347,6,original
300,380,5,original
301,309,4,original
303,347,4,original
304,381,3,original
305,307,12,original
305,348,10,original
305,362,9,original
305,379,9,original
305,389,10,original
305,399,8,original
305,333,4,original
305,334,5,original
306,363,4,original
307,313,10,original
307,324,10,original
307,327,11,original
307,328,10,original
307,346,9,original
307,351,14,original
307,359,10,original
307,370,12,original
307,391,9,original
307,396,9,original
307,367,5,original
307,365,9,original
307,334,5,original
309,348,8,original
309,389,8,original
309,359,4,original
309,322,4,original
309,317,4,original
309,376,3,original
310,338,3,original
311,319,3,original
311,338,3,original
311,390,2,original
312,378,3,original
313,348,13,original
313,362,13,original
313,374,11,original
313,379,11,original
313,389,11,original
313,399,9,original
313,377,4,original
313,314,6,original
313,364,4,original
314,328,5,original
314,329,2,original
314,369,4,original
315,378,3,original
316,353,3,original
316,377,3,original
318,319,4,original
319,362,6,original
319,336,3,original
319,360,4,original
322,358,3,original
324,348,8,original
324,362,14,original
324,374,12,original
324,379,13,original
324,389,12,original
324,399,9,original
324,347,4,original
326,333,4,original
326,365,2,original
327,348,14,original
327,362,11,original
327,374,11,original
327,379,8,original
327,389,9,original
327,399,14,original
327,358,6,original
327,333,7,original
328,348,13,original
328,362,8,original
328,374,14,original
328,379,11,original
328,389,11,original
328,399,14,original
328,365,6,original
329,377,3,original
329,380,3,original
329,373,1,original
330,365,3,original
331,363,4,original
331,368,3,original
332,347,4,original
332,378,3,original
333,374,9,original
333,389,8,original
333,392,3,original
333,343,4,original
333,385,4,original
334,389,6,original
337,383,3,original
338,362,5,original
338,379,8,original
338,370,7,original
338,396,4,original
341,364,3,original
341,372,2,original
345,364,2,original
346,348,12,original
346,362,8,original
346,374,13,original
346,379,14,original
346,389,11,original
346,399,13,original
346,367,8,original
347,348,7,original
347,394,3,original
348,351,8,original
348,359,13,original
348,370,14,original
348,391,13,original
348,396,14,original
348,368,9,original
349,353,4,original
350,380,3,original
351,362,8,original
351,374,9,original
351,379,11,original
351,399,8,original
351,368,7,original
351,365,5,original
351,378,5,original
352,368,3,original
353,362,8,original
353,374,9,original
353,379,9,original
353,396,5,original
353,386,2,original
358,374,6,original
358,384,3,original
359,362,11,original
359,374,10,original
359,379,8,original
359,389,12,original
359,399,8,original
359,378,8,original
359,380,8,original
360,369,1,original
362,370,9,original
362,391,14,original
362,396,8,original
362,378,7,original
363,399,8,original
363,395,3,original
364,373,3,original
365,389,6,original
365,391,7,original
365,396,4,original
365,397,4,original
367,379,9,original
367,370,5,original
367,382,3,original
367,385,3,original
368,399,6,original
368,394,3,original
369,380,2,original
370,374,14,original
370,379,8,original
370,389,9,original
370,399,11,original
374,391,10,original
374,396,14,original
374,380,5,original
374,390,5,original
376,378,3,original
376,381,4,original
377,386,3,original
378,399,7,original
379,391,12,original
379,396,10,original
381,387,3,original
383,386,4,original
389,391,10,original
389,396,13,original
390,391,4,original
391,399,13,original
396,399,14,original
